s,lat,long,label,image
http://dbpedia.org/resource/Persan,49.1542,2.2719,Persan,"http://commons.wikimedia.org/wiki/Special:FilePath/Persan_(95),_mairie,_avenue_Gaston-Vermeire_(1).jpg?width=300"
http://dbpedia.org/resource/Bavaria,49.0786,11.3856,Bavaria,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Bavaria_(striped).svg?width=300
