s,lat,long,label,image
http://dbpedia.org/resource/Markham_River,-6.10833,146.192,Markham River,http://commons.wikimedia.org/wiki/Special:FilePath/Markham-R-West.png?width=300
http://dbpedia.org/resource/Harlem,,,Harlem,http://commons.wikimedia.org/wiki/Special:FilePath/Harlem_04.jpg?width=300
http://dbpedia.org/resource/Markham_River,-6.10833,146.192,Markham River,http://commons.wikimedia.org/wiki/Special:FilePath/Markham-R-West.png?width=300
