s,lat,long,label,image
http://dbpedia.org/resource/London,51.5072,-0.1275,London,http://commons.wikimedia.org/wiki/Special:FilePath/London_Montage_L.jpg?width=300
http://dbpedia.org/resource/Hastings,50.85,0.57,Hastings,http://commons.wikimedia.org/wiki/Special:FilePath/Hastoldtown.jpg?width=300
