s,lat,long,label,image
http://dbpedia.org/resource/Africa,,,Africa,http://commons.wikimedia.org/wiki/Special:FilePath/Africa_(orthographic_projection).svg?width=300
http://dbpedia.org/resource/Rukatunturi,66.1961,29.1125,Rukatunturi,http://commons.wikimedia.org/wiki/Special:FilePath/Ruka.jpg?width=300
