s,lat,long,label,image
http://dbpedia.org/resource/Six_Flags_America,38.9062,-76.7726,Six Flags America,"http://commons.wikimedia.org/wiki/Special:FilePath/Six_Flags_America_-_Logo,_circa_2019.png?width=300"
http://dbpedia.org/resource/Jamaica,17.9714,-76.7931,Jamaica,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Jamaica.svg?width=300
