s,lat,long,label,image
http://dbpedia.org/resource/Hanover,52.3667,9.71667,Hanover,http://commons.wikimedia.org/wiki/Special:FilePath/Hannover_Blick_Neues_Rathaus_01.jpg?width=300
http://dbpedia.org/resource/Weimar,50.9833,11.3167,Weimar,http://commons.wikimedia.org/wiki/Special:FilePath/Hissflagge_Weimar.svg?width=300
http://dbpedia.org/resource/London,51.5072,-0.1275,London,http://commons.wikimedia.org/wiki/Special:FilePath/London_Montage_L.jpg?width=300
http://dbpedia.org/resource/Moscow,55.7558,37.6172,Moscow,http://commons.wikimedia.org/wiki/Special:FilePath/Saint_Basil's_Cathedral_and_the_Red_Square.jpg?width=300
http://dbpedia.org/resource/Russian_Empire,,,Russian Empire,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Russia.svg?width=300
