s,lat,long,label,image
http://dbpedia.org/resource/Fleetwood,53.922,-3.012,Fleetwood,"http://commons.wikimedia.org/wiki/Special:FilePath/Fleetwood_Transport_Festival,_Lord_Street_-_geograph.org.uk_-_1060225.jpg?width=300"
http://dbpedia.org/resource/Chorleywood,51.65,-0.51,Chorleywood,http://commons.wikimedia.org/wiki/Special:FilePath/Chorleywood_Common_Cricket_Ground_-_geograph.org.uk_-_951159.jpg?width=300
http://dbpedia.org/resource/Hertfordshire,51.8167,-0.216667,Hertfordshire,http://commons.wikimedia.org/wiki/Special:FilePath/County_Flag_of_Hertfordshire.svg?width=300
