s,lat,long,label,image
http://dbpedia.org/resource/Vatican_City,41.9025,12.4525,Vatican City,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Vatican_City.svg?width=300
http://dbpedia.org/resource/Ambivalence,,,Ambivalence,
