s,lat,long,label,image
http://dbpedia.org/resource/Washington_metropolitan_area,38.89,-77.0467,Washington metropolitan area,http://commons.wikimedia.org/wiki/Special:FilePath/WashMonument_WhiteHouse.jpg?width=300
http://dbpedia.org/resource/Harlem,,,Harlem,http://commons.wikimedia.org/wiki/Special:FilePath/Harlem_04.jpg?width=300
