s,lat,long,label,image
http://dbpedia.org/resource/New_York_City,40.7128,-74.0061,New York City,http://commons.wikimedia.org/wiki/Special:FilePath/View_of_Empire_State_Building_from_Rockefeller_Center_New_York_City_dllu.jpg?width=300
http://dbpedia.org/resource/Fleetwood,53.922,-3.012,Fleetwood,"http://commons.wikimedia.org/wiki/Special:FilePath/Fleetwood_Transport_Festival,_Lord_Street_-_geograph.org.uk_-_1060225.jpg?width=300"
http://dbpedia.org/resource/The_Blue_Horizon,39.9739,-75.1594,The Blue Horizon,http://commons.wikimedia.org/wiki/Special:FilePath/The_Legendary_Blue_Horizon.jpg?width=300
