URI,types,entity,offset,similarityScore,sentenceIndex,paragraphIndex,section,entType
,,Emmy Heil Frensel-Wegener,0,,0,0,,person
http://dbpedia.org/resource/Amsterdam,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Amsterdam,43,0.9998949442732902,0,0,,place
http://dbpedia.org/resource/North_Holland,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",North Holland,83,0.999999999925933,0,0,,place
http://dbpedia.org/resource/Alfred_Wegener,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Wegener,0,0.9999687294446696,0,2,== Life and career ==,person
http://dbpedia.org/resource/Bertha_of_Kent,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",Bertha,37,0.9999985842688448,0,2,== Life and career ==,person
,,John Frensel-Wegener,97,,0,2,,person
http://dbpedia.org/resource/Alfred_Wegener,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Wegener,0,,1,2,,person
http://dbpedia.org/resource/Bussum,"Wikidata:Q486972,Wikidata:Q3957,Schema:Place,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Town",Bussum,35,0.9999999998578346,1,2,== Life and career ==,place
http://dbpedia.org/resource/England,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",England,54,0.9774703039979992,1,2,== Life and career ==,place
http://dbpedia.org/resource/Amsterdam,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Amsterdam,113,0.9999867510604492,1,2,== Life and career ==,place
,,Felice Togni,166,,1,2,,person
http://dbpedia.org/resource/Alfred_Wegener,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Wegener,0,,2,2,,person
,,Willem Brohm,61,,2,2,,person
http://dbpedia.org/resource/Alfred_Wegener,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Wegener,8,0.9999485495379972,0,3,== Life and career ==,person
,,Jan Heil,24,,0,3,,person
http://dbpedia.org/resource/Alfred_Wegener,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Wegener,8,,1,3,,person
