URI,types,entity,offset,similarityScore,sentenceIndex,paragraphIndex,section,entType
http://dbpedia.org/resource/Sofia_Gubaidulina,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",Sofia Gubaidulina,13,1.0,1,0,,person
http://dbpedia.org/resource/Bassoon,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",bassoon,46,1.0,1,0,,person
