URI,types,entity,offset,similarityScore,sentenceIndex,paragraphIndex,section,entType
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,0,,0,0,,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,0,,1,0,,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,0,,2,0,,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,15,,3,0,,person
http://dbpedia.org/resource/Holly_Williams,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,Schema:MusicGroup,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Artist,DBpedia:Animal,DBpedia:MusicalArtist",Holly Williams,63,1.0,3,0,,person
http://dbpedia.org/resource/Lee_Brice,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,Schema:MusicGroup,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Artist,DBpedia:Animal,DBpedia:MusicalArtist",Lee Brice,82,1.0,3,0,,person
http://dbpedia.org/resource/Tim_McGraw,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Tim McGraw,123,1.0,3,0,,person
http://dbpedia.org/resource/Randy_Houser,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",Randy Houser,143,1.0,3,0,,person
http://dbpedia.org/resource/Hank_Williams_Jr.,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,Schema:MusicGroup,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Artist,DBpedia:Animal,DBpedia:MusicalArtist",Hank Williams Jr.,160,1.0,3,0,,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,0,,0,2,,person
"http://dbpedia.org/resource/Perryville,_Missouri","Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City","Perryville, Missouri",37,0.9999999999998296,0,2,== Musical career ==,place
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,0,,1,2,,person
http://dbpedia.org/resource/Tennessee,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion",Tennessee,23,0.9969067060198524,1,2,== Musical career ==,place
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,14,,2,2,,person
http://dbpedia.org/resource/Holly_Williams,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q483501,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,Schema:MusicGroup,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Artist,DBpedia:Animal,DBpedia:MusicalArtist",Holly Williams,58,1.0,2,2,== Musical career ==,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,0,,3,2,,person
,,Matt Bjorke,0,,4,2,,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,87,,4,2,,person
https://www.wikidata.org/wiki/Q716102,Q716102,Janson,28,,6,2,,person
