URI,types,entity,offset,similarityScore,sentenceIndex,paragraphIndex,section,entType
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,0,1.0,0,0,,person
http://dbpedia.org/resource/Gua_(chimpanzee),"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",Gua,48,0.718766111939147,0,0,,person
,,Cunzhong,61,,0,0,,person
http://dbpedia.org/resource/Song_dynasty,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Song dynasty,210,0.999956147486714,0,0,,place
http://dbpedia.org/resource/Finance_minister,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",finance minister,442,0.9999999982309192,1,0,,person
http://dbpedia.org/resource/Holy_Roman_Empire,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",Imperial,108,0.7208915716776043,2,0,,place
http://dbpedia.org/resource/Wang_Anshi,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Royalty",Wang Anshi,117,1.0,3,0,,person
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,3,,0,1,,person
http://dbpedia.org/resource/Europe,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Europe,202,0.999706319749395,0,1,,place
http://dbpedia.org/resource/Alexander_Neckam,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person",Alexander Neckam,212,1.0,0,1,,person
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,0,,1,1,,person
http://dbpedia.org/resource/Europe,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Europe,129,0.9991025616098193,2,1,,place
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,10,,3,1,,person
http://dbpedia.org/resource/Wei_Pu,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",Wei Pu,24,1.0,3,1,,person
http://dbpedia.org/resource/Moon,"Wikidata:Q634,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:CelestialBody,DBpedia:Planet",Moon,77,0.9999963148410674,3,1,,place
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,30,1.0,4,1,,person
http://dbpedia.org/resource/Armillary_sphere,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",armillary sphere,68,1.0,4,1,,person
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,0,1.0,5,1,,person
http://dbpedia.org/resource/Habitat,"DBpedia:Place,DBpedia:Location,wikidata:Q486972,wikidata:Q41176",habitat,149,0.9998010089300085,6,1,,place
http://dbpedia.org/resource/China,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",China,36,0.9987843184920896,7,1,,place
http://dbpedia.org/resource/Canal_pound,"DBpedia:Place,DBpedia:Location,wikidata:Q486972,wikidata:Q41176",canal pound,191,1.0,7,1,,place
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,49,,8,1,,person
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,0,,9,1,,person
http://dbpedia.org/resource/Bi_Sheng,"DBpedia:Person,DBpedia:MusicalArtist,wikidata:Q215627",Bi Sheng,63,1.0,9,1,,person
http://dbpedia.org/resource/China,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country",China,30,0.9993020294112136,10,1,,place
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,37,,10,1,,person
https://www.wikidata.org/wiki/Q1056772,Q1056772,Shen,0,,11,1,,person
http://dbpedia.org/resource/Europe,"Schema:Place,Schema:Continent,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Continent",Europe,145,0.999961733855311,11,1,,place
http://dbpedia.org/resource/Gersonides,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher",Levi ben Gerson,171,1.0,11,1,,person
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,0,1.0,0,2,,person
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,8,,1,2,,person
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,17,,2,2,,person
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,0,,3,2,,person
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,0,1.0,0,5,== Life == | === Birth and youth ===,person
http://dbpedia.org/resource/Hangzhou,"Wikidata:Q515,Wikidata:Q486972,Schema:Place,Schema:City,DBpedia:Settlement,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:City",Qiantang,21,0.999331620191966,0,5,== Life == | === Birth and youth ===,place
http://dbpedia.org/resource/Shen_Kuo,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q901,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Scientist",Shen Kuo,0,,1,5,,person
