sentences,sentenceIndex,paragraphIndex,section,wikiId
"Connie Fisher (born 17 June 1983) is a British actress, singer and TV presenter, who won the BBC One talent contest, How Do You Solve a Problem Like Maria?",0,0,N/A,7020278
"On 15 November 2006, she opened to excellent reviews in the part of Maria von Trapp in The Sound of Music in the West End, London on a six-month contract, which was extended until 23 February 2008.",0,1,N/A,7020278
She resumed the role of Maria in The Sound of Music UK tour starting in July 2009.,1,1,N/A,7020278
She had a recurring role as a patient in the British medical drama series Casualty in 2012.,2,1,N/A,7020278
==,0,2,== Early life ==,7020278
Early life ==,1,2,== Early life ==,7020278
"Fisher was born in Lisburn, Northern Ireland, and is the daughter of a major in the Royal Corps of Signals.",0,3,== Early life ==,7020278
"Fisher lived in Dorset, England until the age of four, when she moved to a village near Haverfordwest in Pembrokeshire, Wales.",1,3,== Early life ==,7020278
"She attended Hayscastle Junior School, and then went on to Sir Thomas Picton School.",2,3,== Early life ==,7020278
She is a fluent Welsh speaker.,3,3,== Early life ==,7020278
During her teenage years she was a member of Haverfordwest Operatic Society where she performed in The Pirates of Penzance and played Nellie Forbush in South Pacific.,4,3,== Early life ==,7020278
She was also a member of the Torch Youth Theatre where she performed in Georg Büchner's play Woyzeck.,5,3,== Early life ==,7020278
"She successfully became a member of National Youth Music Theatre (1999–2002), where she played the Lady of the Lake in the UK tour of Pendragon, and played the lead role, Morgan Le Fay, when the production toured Japan in 2001.",6,3,== Early life ==,7020278
"From an early age Fisher was a member of Côr Newyddion Da (English translation – ""Good News Choir""), which introduced her to the Eisteddfodic field and encouraged her to perform as a soloist.",0,4,== Early life ==,7020278
"She competed annually in the Urdd Gobaith Cymru, National and International Eisteddfods.",1,4,== Early life ==,7020278
"In 2002 Fisher won the Wilbert Lloyd Roberts Scholarship in the National Eisteddfod ""Songs from the Shows"" competition and the Milford and West Wales Mercury talent competition.",2,4,== Early life ==,7020278
"Fisher received her professional vocational training at the Mountview Academy of Theatre Arts, winning a Dance and Drama Award to have her training fully funded by the Government.",3,4,== Early life ==,7020278
"She graduated in 2005 with a First Class BA Hons degree in Musical Theatre,  as well as the Gyearbuor Asante prize for the highest score.",4,4,== Early life ==,7020278
"At Mountview she performed in Annie Get Your Gun, A…my name is Alice, Jerry's Girls and played Julie Jordan in Carousel.",5,4,== Early life ==,7020278
==,0,5,== Career ==,7020278
Career ==,1,5,== Career ==,7020278
===,0,6,== Career == | === Early career ===,7020278
Early career ===,1,6,== Career == | === Early career ===,7020278
"Fisher made television appearances on Jane McDonald's Star for a Night when she was sixteen; Owen Money's Just Up Your Street, and BBC Children in Need.",0,7,== Career == | === Early career ===,7020278
