sentences,sentenceIndex,paragraphIndex,section,wikiId
"John Gordon Waller (born December 12, 1970) is an American contemporary Christian singer/songwriter.",0,0,N/A,9640956
==,0,1,== Life and career ==,9640956
Life and career ==,1,1,== Life and career ==,9640956
===,0,2,== Life and career == | === Early life ===,9640956
Early life =,1,2,== Life and career == | === Early life ===,9640956
==,2,2,== Life and career == | === Early life ===,9640956
John was the lead singer for the late-1990s band According to John.,0,3,== Life and career == | === Early life ===,9640956
"After the band quit in 2001, he became a worship leader at South Link CPP (Free Methodist Church) in Colorado.",1,3,== Life and career == | === Early life ===,9640956
John was also the praise leader at New Hope Baptist Church in Fayetteville Georgia.,0,4,== Life and career == | === Early life ===,9640956
===,0,5,== Life and career == | === Career ===,9640956
Career =,1,5,== Life and career == | === Career ===,9640956
==,2,5,== Life and career == | === Career ===,9640956
"In 2007, John was signed to the Christian label Beach Street Records and has released his debut album The Blessing in March 2007.",0,6,== Life and career == | === Career ===,9640956
"He toured with Casting Crowns and Leeland on the spring leg of The Altar and the Door tour, which ended on May 31, 2008.",1,6,== Life and career == | === Career ===,9640956
"His single ""While I'm Waiting"" became an American Christian radio hit after appearing in the movie Fireproof.",0,7,== Life and career == | === Career ===,9640956
"His third studio album, As for Me and My House, was released May 3, 2011 through City of Peace Records.",1,7,== Life and career == | === Career ===,9640956
"It includes 11 tracks including the title track ""As for Me and My House"" and was produced by Jason Hoard.",2,7,== Life and career == | === Career ===,9640956
"His fifth studio album, Crazy Faith, was released on August 21, 2015, by City of Peace Media.",0,8,== Life and career == | === Career ===,9640956
The title track was featured in War Room.,1,8,== Life and career == | === Career ===,9640956
==,0,9,== Personal life ==,9640956
Personal life ==,1,9,== Personal life ==,9640956
"John, his wife Josee, and their ten children currently reside in California.",0,10,== Personal life ==,9640956
"Three of the ten children are three siblings, Max, Anya, and Olga, adopted from Ukraine.",1,10,== Personal life ==,9640956
"John believes that God led him to adopt ""Anna"" (Anya) through signs and dreams.",2,10,== Personal life ==,9640956
"""John",3,10,== Personal life ==,9640956
and,4,10,== Personal life ==,9640956
"Josee Waller, who live in Coweta County, had two children visit in their home this past summer through the Project One Forty Three program.",5,10,== Personal life ==,9640956
"Max, 14, and his sister, Anya, 9, came from Ukraine to spend several weeks with the Wallers, who decided to adopt them.""",6,10,== Personal life ==,9640956
Concert to benefit Ukraine adoption,7,10,== Personal life ==,9640956
"At the time of the host, John and Josee were not aware of the third sibling.",0,11,== Personal life ==,9640956
"It was not until they decided to adopt Anya and Max that they learned of Olga, who had been separated from her brother and sister for seven years.",1,11,== Personal life ==,9640956
"Waller was named one of 10 ""Faces to Watch"" by Billboard in 2007.",2,11,== Personal life ==,9640956
==,0,12,== Discography ==,9640956
Discography ==,1,12,== Discography ==,9640956
===,0,13,== Discography == | === Albums ===,9640956
Albums ===,1,13,== Discography == | === Albums ===,9640956
===,0,14,== Discography == | === Singles ===,9640956
Singles =,1,14,== Discography == | === Singles ===,9640956
==,2,14,== Discography == | === Singles ===,9640956
==,0,15,== References ==,9640956
References ==,1,15,== References ==,9640956
==,0,16,== External links ==,9640956
External links ==,1,16,== External links ==,9640956
Official website,0,17,== External links ==,9640956
