sentences,sentenceIndex,paragraphIndex,section,wikiId
"Jean-Baptiste-Pierre Lafitte (2 June 1796 – 6 March 1879) was a 19th-century French playwright, novelist, journalist and comedian.",0,0,N/A,50686116
"A pensionnaire of the Comédie-Française, his plays were presented on the most important Parisian stages of his time including the Théâtre du Vaudeville, the Théâtre français, the Théâtre de l'Ambigu-Comique, and the Théâtre des Variétés.",0,1,N/A,50686116
==,0,2,== Works ==,50686116
Works ==,1,2,== Works ==,50686116
==,0,3,== Bibliography ==,50686116
Bibliography ==,1,3,== Bibliography ==,50686116
"Gustave Vapereau, Dictionnaire universel des contemporains, 1870, p. 1030",0,4,== Bibliography ==,50686116
"Alfred Mézière, Lettres, sciences, arts: Encyclopédie universelle du XXe, 1908, p. 36",0,5,== Bibliography ==,50686116
