sentences,sentenceIndex,paragraphIndex,section,wikiId
"Kirstin Taylor Maldonado (born May 16, 1992) is an American singer and songwriter.",0,0,N/A,38574589
She is best known as the mezzo-soprano of the a cappella group Pentatonix.,1,0,N/A,38574589
"With the group, she has released seven studio albums, won three Grammy Awards, and sold over six million albums.",2,0,N/A,38574589
"Maldonado debuted her solo career on May 19, 2017, with the song ""Break a Little"" under the moniker Kirstin (stylized as kırstın™; ™ stands for ""Taylor Maldonado"").",0,1,N/A,38574589
"Her debut EP, L O V E, was released on July 14, 2017.",1,1,N/A,38574589
"She made her Broadway debut in 2018, portraying Lauren in Kinky Boots.",2,1,N/A,38574589
==,0,2,== Early life and education ==,38574589
Early life and education,1,2,== Early life and education ==,38574589
==,2,2,== Early life and education ==,38574589
"Kirstin Taylor Maldonado was born in Fort Worth, Texas, on May 16, 1992.",0,3,== Early life and education ==,38574589
"Her mother, Angelica Maldonado, is of Spanish and Italian descent, while her father, Michael Cisneros, is of Mexican descent.",1,3,== Early life and education ==,38574589
"She was raised by her mother in Arlington, Texas.",2,3,== Early life and education ==,38574589
She was only five years old when she first expressed her wish to become a singer.,3,3,== Early life and education ==,38574589
"At eight years old, she sang at her mother's wedding reception, ultimately convincing her mother to enroll her in voice lessons.",4,3,== Early life and education ==,38574589
She also got into theater and starred in several local productions.,5,3,== Early life and education ==,38574589
"It was through the local theater community that Maldonado met Mitch Grassi, a future fellow Pentatonix member.",6,3,== Early life and education ==,38574589
"Maldonado attended Holy Rosary Catholic School, and later Martin High School.",0,4,== Early life and education ==,38574589
"At Martin High School, she met Scott Hoying with whom she and Grassi would later form Pentatonix.",1,4,== Early life and education ==,38574589
The three friends created an a cappella trio and started getting attention around their school for their covers of popular songs.,2,4,== Early life and education ==,38574589
"She graduated from Martin High School in 2010 and attended the University of Oklahoma, where she studied musical theatre on a full-ride scholarship as a National Hispanic Scholar.",3,4,== Early life and education ==,38574589
"During her time in college, she joined Kappa Kappa Gamma.",4,4,== Early life and education ==,38574589
She left before completing her degree to form Pentatonix.,5,4,== Early life and education ==,38574589
==,0,5,== Career ==,38574589
Career ==,1,5,== Career ==,38574589
===,0,6,== Career == | === Pentatonix ===,38574589
Pentatonix =,1,6,== Career == | === Pentatonix ===,38574589
==,2,6,== Career == | === Pentatonix ===,38574589
"In 2011, Maldonado was contacted by her high school friend Scott Hoying who wanted to put together a group for NBC's a cappella competition The Sing-Off.",0,7,== Career == | === Pentatonix ===,38574589
"Maldonado agreed to join the group, which also included Mitch Grassi, another of her high school friends.",1,7,== Career == | === Pentatonix ===,38574589
Together they formed the a cappella group Pentatonix along with Avi Kaplan and Kevin Olusola.,2,7,== Career == | === Pentatonix ===,38574589
The group entered and eventually won the third season of The Sing-Off.,3,7,== Career == | === Pentatonix ===,38574589
"Since then, they have released several albums and EPs, reached 13 million YouTube subscribers and over 2 billion YouTube views, and toured the world.",4,7,== Career == | === Pentatonix ===,38574589
"On February 8, 2015, Pentatonix won their first Grammy for Best Arrangement, Instrumental or A Cappella for their Daft Punk medley.",5,7,== Career == | === Pentatonix ===,38574589
"On February 15, 2016, Pentatonix won their second Grammy in the same category for their rendition of ""Dance of the Sugar Plum Fairy"" which was featured on their holiday album, That's Christmas to Me.",6,7,== Career == | === Pentatonix ===,38574589
"On February 12, 2017, Pentatonix won their third Grammy for Best Country Duo/Group Performance for their cover of ""Jolene"" which featured Dolly Parton.",7,7,== Career == | === Pentatonix ===,38574589
===,0,8,== Career == | === Solo projects and appearances ===,38574589
Solo projects and appearances ===,1,8,== Career == | === Solo projects and appearances ===,38574589
"In January 2016, Maldonado performed the song ""Somewhere Over the Rainbow"" at the World Dog Awards in honor of the dogs who have played the role of Toto from the iconic story about The Wizard of Oz.",0,9,== Career == | === Solo projects and appearances ===,38574589
"In February 2016, the a cappella group Voctave released the video ""Disney Love Medley"" which featured Maldonado and her then-fiancé Jeremy Lewis.",1,9,== Career == | === Solo projects and appearances ===,38574589
"In the video, Maldonado and Lewis perform the songs ""I See the Light"" from Tangled, ""You'll Be in My Heart"" from Tarzan and ""Go the Distance"" from Hercules with the members of Voctave providing the backing vocals.",2,9,== Career == | === Solo projects and appearances ===,38574589
"In May 2016, Maldonado, along with Grassi and Hoying, appeared in an episode of Bones.",3,9,== Career == | === Solo projects and appearances ===,38574589
"On May 19, 2017, Maldonado released her first solo single, ""Break a Little"".",4,9,== Career == | === Solo projects and appearances ===,38574589
"Her debut EP, L O V E, was released on July 14, 2017.",5,9,== Career == | === Solo projects and appearances ===,38574589
The EP debuted at #1 on the iTunes Pop Albums Chart.,6,9,== Career == | === Solo projects and appearances ===,38574589
"In 2018, Maldonado made her Broadway debut, portraying Lauren in the musical Kinky Boots alongside singer Jake Shears and comedian Wayne Brady:",7,9,== Career == | === Solo projects and appearances ===,38574589
==,0,10,== Personal life ==,38574589
Personal life ==,1,10,== Personal life ==,38574589
"Maldonado met singer and entrepreneur Jeremy Lewis in August 2013 through The Sing-Off, and the two started dating in October of the same year.",0,11,== Personal life ==,38574589
"They got engaged on May 29, 2016 in Paris, France.",1,11,== Personal life ==,38574589
"In 2017, the couple postponed their wedding to work on certain unstated ""issues"", eventually calling it off in October.",2,11,== Personal life ==,38574589
Maldonado is currently in a relationship with freelance filmmaker and photographer Ben Hausdorff.,3,11,== Personal life ==,38574589
They have been dating since 2018.,4,11,== Personal life ==,38574589
Hausdorff has also worked with Maldonado and Pentatonix on different projects and on tours.,5,11,== Personal life ==,38574589
==,0,12,== Discography ==,38574589
Discography ==,1,12,== Discography ==,38574589
L O V E (2017) (as kırstın™),0,13,== Discography ==,38574589
==,0,14,== Awards and nominations ==,38574589
Awards and nominations ==,1,14,== Awards and nominations ==,38574589
==,0,15,== References ==,38574589
References ==,1,15,== References ==,38574589
==,0,16,== External links ==,38574589
External links ==,1,16,== External links ==,38574589
Media related to Kirstin Maldonado at Wikimedia Commons,0,17,== External links ==,38574589
