sentences,sentenceIndex,paragraphIndex,section,wikiId
"William Hedgcock (July 4, 1883 – September 29, 1947) was an American sound engineer.",0,0,N/A,39712582
He was nominated for an Oscar for Best Special Effects on the film The Invisible Man Returns at the 13th Academy Awards.,1,0,N/A,39712582
He worked on more than 90 films during his career.,2,0,N/A,39712582
==,0,1,== References ==,39712582
References ==,1,1,== References ==,39712582
==,0,2,== External links ==,39712582
External links ==,1,2,== External links ==,39712582
William Hedgcock at IMDb,0,3,== External links ==,39712582
