sentences,sentenceIndex,paragraphIndex,section,wikiId
"Morten Kærså  (born 26 September 1957) is a Danish composer, pianist, singer and producer.",0,0,N/A,22617551
He is known from the bands Sneakers and Moonjam.,1,0,N/A,22617551
