sentences,sentenceIndex,paragraphIndex,section,wikiId
"Elizaveta Igorevna Khripounova (Russian: Елизавета Игоревна Хрипунова), now recording as Elizaveta (Russian: Елизавета), also formerly known as Elly K, is a Russian-American pianist, singer/songwriter and opera singer.",0,0,N/A,2564745
Her debut full-length album Beatrix Runs was produced by Grammy Award-winner Greg Wells  and was digitally released on Universal Republic Records 24 January 2012 exclusively via iTunes.,0,1,N/A,2564745
The album was physically released through Amazon on 17 July 2012.,1,1,N/A,2564745
"Also on 17 July 2012, Elizaveta released her iTunes Session EP.",2,1,N/A,2564745
In 2013 Khripounova performed at the TED Global 2013.,3,1,N/A,2564745
"On 17 March 2014 the first single from the Hero EP  was remixed by electronic music duo Pegboard Nerds and featured in the viral video ""Superman with a GoPro"" which has over 20 million views on YouTube.",4,1,N/A,2564745
"On 14 April 2014, Khripounova released the Hero EP which reached #38 on Billboard's Heatseaker's Charts.",5,1,N/A,2564745
"On the same day, The A.V. Club premiered a video for the song ""Sorry"" which featured Malece Miller and Nico Greetham from the television show, So You Think You Can Dance.",6,1,N/A,2564745
"Elizaveta's songs have been featured in ABC's Scandal, Pretty Little Liars and The Affair.",7,1,N/A,2564745
"Elizaveta also sings the Tavern Songs  in the award-winning role playing video game Dragon Age Inquisition, as the bard Maryden Halewell.",8,1,N/A,2564745
"Elizaveta's first single from her 2015 album Messenger is called 'Trap' and is featured in a Russian motion picture ""Призрак""(2015).",9,1,N/A,2564745
==,0,2,== Biography ==,2564745
Biography ==,1,2,== Biography ==,2564745
"Elizaveta was born in New York City and raised in Moscow, Russia.",0,3,== Biography ==,2564745
"She is a pianist, singer/songwriter, and opera singer with classical training.",1,3,== Biography ==,2564745
"In 2007 she released a digital EP ""Like Water"".",2,3,== Biography ==,2564745
The title track was featured in the 2008 motion picture The House Bunny.,3,3,== Biography ==,2564745
"Her song ""Gravity"" was also featured in the 2010 motion picture Ice Castles.",4,3,== Biography ==,2564745
==,0,4,== Discography ==,2564745
Discography ==,1,4,== Discography ==,2564745
"The Piano Girl (EP, 2002, Elly K) - as Elly K",0,5,== Discography ==,2564745
"Intangible (2004, RussianChicksRule! Records) - as Elly K",0,6,== Discography ==,2564745
Breakfast With Chopin (2006),0,7,== Discography ==,2564745
"""Like Water"" (2008)",0,8,== Discography ==,2564745
"Elizaveta (EP, 2011, Universal Republic)""Dreamer"" (2011, Universal Republic)",0,9,== Discography ==,2564745
"Beatrix Runs (2012, Universal Republic)",0,10,== Discography ==,2564745
"Elizaveta: iTunes Session EP (2012, Universal Republic)",0,11,== Discography ==,2564745
"""Hero"" (with Pegboard Nerds) (2014, Monstercat)",0,12,== Discography ==,2564745
"Elizaveta: Hero EP (2014, Flower Army Records)",0,13,== Discography ==,2564745
"""Messenger"" (2015, Flower Army Records)",0,14,== Discography ==,2564745
"""Extraordinary"" (with Pegboard Nerds and Spyker) (2017, Monstercat)",0,15,== Discography ==,2564745
"""SOS"" (2018, Flower Army Records)",0,16,== Discography ==,2564745
"""Drifters"" (with Feint) (2019, Monstercat)",0,17,== Discography ==,2564745
==,0,18,== References ==,2564745
References ==,1,18,== References ==,2564745
==,0,19,== External links ==,2564745
External links ==,1,19,== External links ==,2564745
the official site,0,20,== External links ==,2564745
official SoundCloud page with various tracks & demos on SoundCloud,0,21,== External links ==,2564745
Elizaveta Khripounova at IMDb,0,22,== External links ==,2564745
