sentences,sentenceIndex,paragraphIndex,section,wikiId
Yelena Sergeyevna Konshina (born 9 January 1950) is a Russian composer and music educator.,0,0,N/A,30180353
"She was born in Kirovgrad, Sverdlovsk (Yekaterinburg), and lives and works in Vladimir.",1,0,N/A,30180353
"Konshina is noted for a cappella choral works, but also composes for orchestra, chamber ensemble and piano.",2,0,N/A,30180353
Her compositions are influenced by sacred works and Russian folk music.,3,0,N/A,30180353
==,0,1,== References ==,30180353
References ==,1,1,== References ==,30180353
