sentences,sentenceIndex,paragraphIndex,section,wikiId
"Éric Charden (French pronunciation: ​[eʁik ʃaʁdɛ̃]; born Jacques-André Puissant [ʒak‿ɑ̃dʁe pɥisɑ̃]; 15 October 1942 – 29 April 2012) was a French singer and songwriter, best known for his collaborations with singer Stone who they formed band Stone et Charden.",0,0,N/A,35660513
"Éric Charden was born in Haiphong, Vietnam, during World War II.",1,0,N/A,35660513
He is from a French father (who was a port engineer in France and overseas) and a Tibetan mother.,2,0,N/A,35660513
"He moved to Marseille, France, in 1950 with his mother (his father returned to France in 1954) and graduated with a Baccalauréat from HEC Paris in 1960.",3,0,N/A,35660513
He alongside Annie Gautrat were both decorated with the honorable Legion of Honour on 1 January 2012 just months before his death from cancer at age 69.,0,1,N/A,35660513
==,0,2,== References ==,35660513
References ==,1,2,== References ==,35660513
