sentences,sentenceIndex,paragraphIndex,section,wikiId
"Lupe Victoria Yolí Raymond (23 December 1936 – 29 February 1992), better known as La Lupe, was a Cuban singer of boleros, guarachas and Latin soul, known for her energetic, sometimes controversial performances.",0,0,N/A,2369316
"Following the release of her first album in 1961, La Lupe moved from Havana to New York and signed with Tico Records, which marked the beginning of a prolific and successful career in the 1960s and 1970s.",1,0,N/A,2369316
She retired in the 1980s due to religious reasons.,2,0,N/A,2369316
==,0,1,== Life and career ==,2369316
Life and career ==,1,1,== Life and career ==,2369316
===,0,2,== Life and career == | === Early life and first recordings ===,2369316
Early life and first recordings ===,1,2,== Life and career == | === Early life and first recordings ===,2369316
La Lupe was born in the barrio of San Pedrito in Santiago de Cuba.,0,3,== Life and career == | === Early life and first recordings ===,2369316
Her father was a worker at the local Bacardí distillery and a major influence on her early life.,1,3,== Life and career == | === Early life and first recordings ===,2369316
In 1954 she participated on a radio program which invited fans to sing imitations of their favorite stars.,2,3,== Life and career == | === Early life and first recordings ===,2369316
"Lupe escaped from school to sing a bolero of Olga Guillot's, called ""Miénteme"" (Lie to Me), and won the competition.",3,3,== Life and career == | === Early life and first recordings ===,2369316
"The family moved to Havana in 1955, where she was enrolled at the University of Havana to become a teacher.",4,3,== Life and career == | === Early life and first recordings ===,2369316
"She admired Celia Cruz and like her, she graduated from teaching instruction before starting her professional singing career.",5,3,== Life and career == | === Early life and first recordings ===,2369316
"Lupe married in 1958 and formed a musical trio with her husband Eulogio ""Yoyo"" Reyes and another female singer.",6,3,== Life and career == | === Early life and first recordings ===,2369316
"This group, Los Tropicuba, broke up along with her marriage in 1960.",7,3,== Life and career == | === Early life and first recordings ===,2369316
"She began to perform her own act at a small nightclub in Havana, La Red (The Net), which had a clientele of distinguished foreigners.",8,3,== Life and career == | === Early life and first recordings ===,2369316
"She acquired a devoted following, which included Ernest Hemingway, Tennessee Williams, Jean-Paul Sartre, Simone de Beauvoir and Marlon Brando.",9,3,== Life and career == | === Early life and first recordings ===,2369316
"She recorded her first album, Con el diablo en el cuerpo, in 1960 for Discuba, the Cuban subsidiary of RCA Victor.",10,3,== Life and career == | === Early life and first recordings ===,2369316
On the album she was backed by two different groups directed by Felipe Dulzaides and Eddy Gaytán.,11,3,== Life and career == | === Early life and first recordings ===,2369316
"Her first television appearance on Puerto Rican television caused a stir due to her frenzied, vibrant performance, which reportedly shocked some viewers.",12,3,== Life and career == | === Early life and first recordings ===,2369316
===,0,4,== Life and career == | === Exile and success ===,2369316
Exile and success,1,4,== Life and career == | === Exile and success ===,2369316
===,2,4,== Life and career == | === Exile and success ===,2369316
In 1962 she was exiled to México.,0,5,== Life and career == | === Exile and success ===,2369316
"She approached Celia Cruz and asked for her support to get work, and in turn, Celia recommended her to Mongo Santamaría in New York.",1,5,== Life and career == | === Exile and success ===,2369316
"In New York City, Lupe performed at a cabaret named La Berraca and started a new career, making more than 10 records in five years.",2,5,== Life and career == | === Exile and success ===,2369316
"She married a second time, to salsa musician Willie García, with whom she had a son.",3,5,== Life and career == | === Exile and success ===,2369316
That marriage also ended in divorce.,4,5,== Life and career == | === Exile and success ===,2369316
"Lupe's passionate performances covered the range of music: son montuno, bolero,  boogaloo, venturing into other Caribbean styles like Dominican merengue, Puerto Rican bomba and plena.",5,5,== Life and career == | === Exile and success ===,2369316
It was her recordings which brought Tite Curet Alonso into prominence as a composer of tough-minded boleros in the salsa style.,6,5,== Life and career == | === Exile and success ===,2369316
For a good part of the 1960s she was the most acclaimed Latin singer in New York City due to her partnership with Tito Puente.,7,5,== Life and career == | === Exile and success ===,2369316
"She did a wide variety of cover versions in either Spanish or accented English, including ""Yesterday"",",8,5,== Life and career == | === Exile and success ===,2369316
"""Dominique"" by The Singing Nun, ""Twist & Shout"", ""Unchained Melody"", ""Fever"" and ""America"" from West Side Story.",0,6,== Life and career == | === Exile and success ===,2369316
"Fred Weinberg, who was her favorite audio engineer, and also worked with Celia Cruz, Mongo Santamaria, Tito Puente, and many more of the Latin American greats, and a producer on several of Lupe's albums, called La Lupe ""A talent hurricane"" in the studio due to her intense singing and enthusiasm.",1,6,== Life and career == | === Exile and success ===,2369316
The quality of her performances became increasingly inconsistent.,0,7,== Life and career == | === Exile and success ===,2369316
"There were persistent rumors of her drug addiction and her life was ""a real earthquake"" according to statements of close friends, although Fred Weinberg, who engineered, and also produced a vast amount of her albums, stated that ""In all the years I worked with Lupe, not once did I ever see her on drugs, or using drugs...",1,7,== Life and career == | === Exile and success ===,2369316
"Heck, she  never even drank liquor due to her strong belief in religion.""",2,7,== Life and career == | === Exile and success ===,2369316
She ended some of her on-stage engagements being treated with an oxygen mask.,3,7,== Life and career == | === Exile and success ===,2369316
"Although she may have been poorly managed by her label Fania Records in particular, she managed and produced herself in mid-career, after she parted ways with Tito Puente.",4,7,== Life and career == | === Exile and success ===,2369316
"However, in the late 1960s her ephemeral career went downhill.",5,7,== Life and career == | === Exile and success ===,2369316
