sentences,sentenceIndex,paragraphIndex,section,wikiId
"Bertha Carolina Mathilda Tammelin, née Bock (Stockholm, 21 March 1836 – 2 January 1915) was a Swedish actress, operatic mezzo-soprano, pianist, composer and drama teacher.",0,0,N/A,22081577
==,0,1,== Life ==,22081577
Life ==,1,1,== Life ==,22081577
"Bertha Tammelin was born to Karolina Bock and the musician of Kungliga Hovkapellet, C. Bock.",0,2,== Life ==,22081577
She was educated at the Royal Dramatic Training Academy 1853–55 and hired at the Royal Swedish Opera and at the Royal Dramatic Theatre as a premier actress in 1856.,1,2,== Life ==,22081577
She performed both operatic parts and dramatic parts.,2,2,== Life ==,22081577
"As an actress, her most noted part was Ingrid in Bröllopet på Ulvåsa by Frans Hedberg, and as a singer, Puck in Oberon.",3,2,== Life ==,22081577
She was also a musician.,0,3,== Life ==,22081577
She held piano concerts at the age of fourteen.,1,3,== Life ==,22081577
She was also active as a composer.,2,3,== Life ==,22081577
Several of her works was a part of the collection Det sjungande Europa ('The Singing Europe').,3,3,== Life ==,22081577
"From 1879, she was a music teacher at the Royal Swedish Academy of Music, and in 1889, she was made teacher of drama at the Royal Dramatic Training Academy.",4,3,== Life ==,22081577
She also had private students.,5,3,== Life ==,22081577
Among her famous students were Ellen Hartman and Ebba Lindkvist.,6,3,== Life ==,22081577
"Bertha Tammelin suffered from weak eyesight her entire life, and eventually, it worsened: she retired because of this condition, making her final appearance on stage on 7 March 1884.",0,4,== Life ==,22081577
She married accountant Filip Tammelin in 1873.,0,5,== Life ==,22081577
Bertha Tammelin was given the Litteris et Artibus in 1885.,1,5,== Life ==,22081577
==,0,6,== References ==,22081577
References ==,1,6,== References ==,22081577
"Österberg, Carin et al., Svenska kvinnor: föregångare, nyskapare.",0,7,== References ==,22081577
Lund: Signum 1990.,1,7,== References ==,22081577
(ISBN 91-87896-03-6),2,7,== References ==,22081577
"Ahnfelt, Arvid:Europas konstnärer - Bertha Tammelin",0,8,== References ==,22081577
