sentences,sentenceIndex,paragraphIndex,section,wikiId
Sora Jung (born as Kim Seo-ra on 29 January 1968) is a South Korean television actress.,0,0,N/A,7627359
Her first appearance was the role of Kim Hyon-hui in the film Mayumi directed by Shin Sang-ok based on the bombing of Korean Air Flight 858.,1,0,N/A,7627359
"She appeared in the sixth episode of the first season of Lost, entitled House of the Rising Sun, portraying an ""interior decorator"", which is actually a guise — instead, she helps Sun-Hwa Kwon flee the country.",2,0,N/A,7627359
She has an MBA degree in acting/theater.,3,0,N/A,7627359
==,0,1,== References ==,7627359
References ==,1,1,== References ==,7627359
==,0,2,== External links ==,7627359
External links ==,1,2,== External links ==,7627359
Sora Jung at IMDb,0,3,== External links ==,7627359
