sentences,sentenceIndex,paragraphIndex,section,wikiId
"Kenneth James Gibson is a musician, record producer, composer, singer, songwriter and a founding member of Bell Gardens, Furry Things, Eight Frozen Modules, and [a]pendics.shuffle.",0,0,N/A,42513479
==,0,1,== Career ==,42513479
Career ==,1,1,== Career ==,42513479
"Kenneth James Gibson was born in Canada, grew up in El Paso, Texas and currently lives in Los Angeles, California.",0,2,== Career ==,42513479
He first learned how to play guitar on his fathers acoustic and got his first 4-track recorder at age 19.,1,2,== Career ==,42513479
"Gibson founded the 1990s noise rock band Furry Things, who released most of its material on King Coffey's (of the Butthole Surfers) Trance Syndicate / Touch and Go Records imprint.",2,2,== Career ==,42513479
"He has also released music that spans across many genres under aliases such as [a]pendics.shuffle, Eight Frozen Modules, dubLoner, Reverse Commuter, and Hiss & Buzz (with Jack Dangers of Meat Beat Manifesto).",0,3,== Career ==,42513479
"He founded the electronic music record label Adjunct Audio in early 2005 with friend Konstantin Gabbro, through Kompakt records.",1,3,== Career ==,42513479
"Gibson along with Brian McBride of the drone-based ambient music duo Stars of the Lid, started the band Bell Gardens in 2009.",0,4,== Career ==,42513479
"Through the music of Bell Gardens, the two explore the realms of Americana, chamber pop, folk, and psychedelic pop.",1,4,== Career ==,42513479
He also recently collaborated with Douglas McCarthy of Nitzer Ebb on a track called Whispers In on his latest Reverse Commuter album titled Exposure.,2,4,== Career ==,42513479
"In April 2016, Gibson released his first full ambient album under his real name titled The Evening Falls on Kompakt Records and returned for a second album in March, 2018 titled In The Fields Of Nothing.",3,4,== Career ==,42513479
"In 2017, Gibson started the band Toler Gibson with Gavin Toler Of The Winter Flowers.",4,4,== Career ==,42513479
According to his website the group makes music that fits under the “Cosmic American Music” banner.,5,4,== Career ==,42513479
He has directed music videos for artists such as Francis Harris and Dance Spirit as well as his own projects Reverse Commuter and Bell Gardens.,6,4,== Career ==,42513479
==,0,5,== Musical projects ==,42513479
Musical projects ==,1,5,== Musical projects ==,42513479
===,0,6,== Musical projects == | === Furry Things ===,42513479
Furry Things =,1,6,== Musical projects == | === Furry Things ===,42513479
=,2,6,== Musical projects == | === Furry Things ===,42513479
=,3,6,== Musical projects == | === Furry Things ===,42513479
"Kenneth played guitar, sang, and produced the 1990s Noise Pop band Furry Things.",0,7,== Musical projects == | === Furry Things ===,42513479
"The line up also consisted of Cathy Shive (Bass, Vocals), Charlie Woodburn (Drums), and Chris Michaels (Keyboards).",1,7,== Musical projects == | === Furry Things ===,42513479
Furry Things released the majority of its material on King Coffey's (of the Butthole Surfers) Trance Syndicate / Touch and Go Records imprint.,2,7,== Musical projects == | === Furry Things ===,42513479
"The band formed in Austin, Texas in 1993 and moved to Los Angeles, California in the summer of 1997.",3,7,== Musical projects == | === Furry Things ===,42513479
Kenneth produced the band's first LP titled The Big Saturday Illusion along with engineer Adam Wiltzie (of Stars Of The Lid).,0,8,== Musical projects == | === Furry Things ===,42513479
Kenneth and Brad Laner (of the band Medicine) produced the second and last LP titled Moments Away which was released in 1998.,1,8,== Musical projects == | === Furry Things ===,42513479
