sentences,sentenceIndex,paragraphIndex,section,wikiId
"James Richard Griffin (born January 28, 1940, in Jackson, Mississippi) is an American jazz trombonist known for his work on Strata-East Records, and with Rahsaan Roland Kirk.",0,0,N/A,9610231
"As a child he studied piano, soon switching to trombone.",0,1,N/A,9610231
"After earning his bachelor's degree in 1963, Griffin began teaching high school while working on his Master's.",1,1,N/A,9610231
"Griffin is most known for his technique of circular phonics, combining multiphonics with circular breathing.",2,1,N/A,9610231
He taught music theory and the history of jazz at Wesleyan University.,3,1,N/A,9610231
"Later in life, Griffin became an accomplished painter, with showings in New York City and Europe.",4,1,N/A,9610231
"A 1995 CD release, The Eighth Wonder & More (Konnex Records) features that album as well as most of the Now is the Time album.",5,1,N/A,9610231
==,0,2,== Discography ==,9610231
Discography ==,1,2,== Discography ==,9610231
===,0,3,== Discography == | === As leader ===,9610231
As leader ===,1,3,== Discography == | === As leader ===,9610231
"The Eighth Wonder (Strata-East, 1974)",0,4,== Discography == | === As leader ===,9610231
"Now Is the Time (Trident, 1979)",0,5,== Discography == | === As leader ===,9610231
"A Dream for Rahsaan (Ruby, 1985)",0,6,== Discography == | === As leader ===,9610231
"A Dream for Rahsaan and More (Ruby, 1985)",0,7,== Discography == | === As leader ===,9610231
"Homage to Sun Ra (Ruby, 2014)",0,8,== Discography == | === As leader ===,9610231
===,0,9,== Discography == | === As sideman ===,9610231
As sideman =,1,9,== Discography == | === As sideman ===,9610231
==,2,9,== Discography == | === As sideman ===,9610231
With Abdullah Ibrahim,0,10,== Discography == | === As sideman ===,9610231
Ekaya (Ekapa 1983),0,11,== Discography == | === As sideman ===,9610231
"Water from an Ancient Well (BlackHawk, 1986)",0,12,== Discography == | === As sideman ===,9610231
"The Mountain (Kaz, 1989)With Roland Kirk",0,13,== Discography == | === As sideman ===,9610231
"The Inflated Tear (Atlantic, 1968)",0,14,== Discography == | === As sideman ===,9610231
"Volunteered Slavery (Atlantic, 1969)",0,15,== Discography == | === As sideman ===,9610231
"Left & Right (Atlantic, 1969)",0,16,== Discography == | === As sideman ===,9610231
"Rahsaan Rahsaan (Atlantic, 1970)",0,17,== Discography == | === As sideman ===,9610231
"Blacknuss (Atlantic, 1972)",0,18,== Discography == | === As sideman ===,9610231
"Prepare Thyself to Deal with a Miracle (Atlantic, 1973)With others",0,19,== Discography == | === As sideman ===,9610231
"Muhal Richard Abrams, The Hearinga Suite (Black Saint, 1989)",0,20,== Discography == | === As sideman ===,9610231
"Roy Ayers, Fever (Polydor, 1979)",0,21,== Discography == | === As sideman ===,9610231
"Billy Bang, Da Bang!",0,22,== Discography == | === As sideman ===,9610231
"(TUM, 2013)",1,22,== Discography == | === As sideman ===,9610231
"Harry Belafonte, Paradise in Gazankulu (EMI-Manhattan, 1988)",0,23,== Discography == | === As sideman ===,9610231
"George Benson, Body Talk (CTI, 1973)",0,24,== Discography == | === As sideman ===,9610231
"Brook Benton, This Is Brook Benton (All Platinum, 1976)",0,25,== Discography == | === As sideman ===,9610231
"Solomon Burke, Back to My Roots (Chess, 1976)",0,26,== Discography == | === As sideman ===,9610231
"Gloria Coleman, Sings and Swings Organ (Mainstream, 1971)",0,27,== Discography == | === As sideman ===,9610231
"Stanley Cowell, Setup (SteepleChase, 1994)",0,28,== Discography == | === As sideman ===,9610231
"Hank Crawford, Midnight Ramble (Milestone, 1983)",0,29,== Discography == | === As sideman ===,9610231
"Joey DeFrancesco, Where Were You?",0,30,== Discography == | === As sideman ===,9610231
"(Columbia, 1990)",1,30,== Discography == | === As sideman ===,9610231
"Bill Dixon, 17 Musicians in Search of a Sound: Darfur (AUM Fidelity, 2008)",0,31,== Discography == | === As sideman ===,9610231
"Charles Earland, Intensity (Prestige, 1972)",0,32,== Discography == | === As sideman ===,9610231
"Charles Earland, Charles III (Prestige, 1973)",0,33,== Discography == | === As sideman ===,9610231
"Frank Foster, The Loud Minority (Mainstream, 1972)",0,34,== Discography == | === As sideman ===,9610231
"Lionel Hampton, 90th Birthday Celebration (Sound Hills, 1999)",0,35,== Discography == | === As sideman ===,9610231
"Billy Harper, Capra Black (Strata-East, 1973)",0,36,== Discography == | === As sideman ===,9610231
"Chuck Jackson, Needing You, Wanting You (All Platinum, 1975)",0,37,== Discography == | === As sideman ===,9610231
"Sam Jones, Something New (Interplay, 1979)",0,38,== Discography == | === As sideman ===,9610231
"Les McCann, Comment (Atlantic, 1970)",0,39,== Discography == | === As sideman ===,9610231
"Jack McDuff, Who Knows What Tomorrow's Gonna Bring?",0,40,== Discography == | === As sideman ===,9610231
"(Blue Note, 1971)",1,40,== Discography == | === As sideman ===,9610231
"William Parker, Spontaneous (Splasc(H), 2003)",0,41,== Discography == | === As sideman ===,9610231
"Charlie Persip, Charlie Persip and Gerry Lafurn's 17-Piece Superband (Stash, 1981)",0,42,== Discography == | === As sideman ===,9610231
"Charlie Persip, Charlie Persip & Superband (Natasha, 1994)",0,43,== Discography == | === As sideman ===,9610231
"Esther Phillips, From a Whisper to a Scream (Kudu, 1971)",0,44,== Discography == | === As sideman ===,9610231
"Sun Ra, What Planet Is This?",0,45,== Discography == | === As sideman ===,9610231
"(Golden Years of New Jazz, 2006)",1,45,== Discography == | === As sideman ===,9610231
"Sun Ra, Strange Worlds in My Mind (Norton, 2010)",0,46,== Discography == | === As sideman ===,9610231
"Sam Rivers, Jazzbuhne Berlin '82 (Repertoire, 1990)",0,47,== Discography == | === As sideman ===,9610231
"Hilton Ruiz, El Camino (Novus, 1988)",0,48,== Discography == | === As sideman ===,9610231
"Hilton Ruiz, Strut (Novus, 1989)",0,49,== Discography == | === As sideman ===,9610231
"Archie Shepp, Attica Blues Big Band Live at the Palais Des Glaces (Blue Marge, 1979)",0,50,== Discography == | === As sideman ===,9610231
"Johnny ""Hammond"" Smith, The Prophet (Kudu, 1972)",0,51,== Discography == | === As sideman ===,9610231
"Leon Thomas, Blues and the Soulful Truth (Flying Dutchman, 1972)",0,52,== Discography == | === As sideman ===,9610231
"Charles Tolliver, Music Inc. (Strata-East, 1971)",0,53,== Discography == | === As sideman ===,9610231
"McCoy Tyner, Song of the New World (Milestone, 1973)",0,54,== Discography == | === As sideman ===,9610231
"McCoy Tyner, Inner Voices (Milestone, 1978)",0,55,== Discography == | === As sideman ===,9610231
"Bobby Watson, Estimated Time of Arrival (Roulette, 1978)",0,56,== Discography == | === As sideman ===,9610231
==,0,57,== References ==,9610231
References ==,1,57,== References ==,9610231
==,0,58,== External links ==,9610231
External links ==,1,58,== External links ==,9610231
Official site,0,59,== External links ==,9610231
