sentences,sentenceIndex,paragraphIndex,section,wikiId
"John Henry Rostill (16 June 1942 – 26 November 1973) was an English musician, bassist and composer, recruited by the Shadows to replace Brian Locking.",0,0,N/A,1274188
==,0,1,== Biography ==,1274188
Biography ==,1,1,== Biography ==,1274188
"Born in Kings Norton, Birmingham, England, Rostill attended Rutlish School in south London (1953–59).",0,2,== Biography ==,1274188
"He worked with several artists before joining the Shadows, including Bournemouth band the Interns (nowadays sometimes confused with Welsh band the Interns, who were based in London at this time signed with Tito Burns Agency; in fact, they were two different bands), the Flintstones and a stint as part of Zoot Money's early backing band.",1,2,== Biography ==,1274188
He also played in the bands recruited to back such visiting artists as the Everly Brothers and Tommy Roe.,2,2,== Biography ==,1274188
"Stylistically, Rostill combined the solidity of Brian Locking and the adventurousness of Jet Harris.",0,3,== Biography ==,1274188
"Many of his bass lines were heavily syncopated and he developed a range of new sounds on the Burns bass during his time with the group, a longer period than Harris and Locking put together.",1,3,== Biography ==,1274188
"To many players, Rostill was ahead of his time and included double-stopping in his technique.",2,3,== Biography ==,1274188
"Unusually for that time, Rostill sometimes played bass finger-style as well as with a plectrum, depending on the sound he wanted.",3,3,== Biography ==,1274188
"After the Shadows' break-up at the end of the 1960s, Rostill toured with Tom Jones.",0,4,== Biography ==,1274188
"Rostill was a prolific songwriter, contributing to the Shadows' output from the start (both as a solo composer and as part of the mid-sixties ""Marvin/Welch/Bennett/Rostill"" team).",0,5,== Biography ==,1274188
"This combination composed the hits ""The Rise and Fall of Flingel Bunt"" (a UK no. 5, 1964) and “Genie with the Light Brown Lamp"" (UK no. 17, 1965)  as well as all the tunes on the 1964 Rhythm & Greens EP.",1,5,== Biography ==,1274188
"They also wrote the Cliff Richard and the Shadows hits, ""I Could Easily Fall (In Love with You)"" (UK no. 6, 1964), ""Time Drags By"" (UK no. 10, 1966) and ""In the Country"" (UK no. 6, 1967).",0,6,== Biography ==,1274188
"He later went on to write for other artists such as Elvis Presley and Olivia Newton-John (""Let Me Be There"" (US no. 6, 1973), ""If You Love Me, Let Me Know"" (US no. 5, 1974) and ""Please Mr. Please"" (US no. 3, 1975), the last co-written with Bruce Welch).",1,6,== Biography ==,1274188
"As a Shadow, Rostill played a prototype Burns ""Shadows"" bass guitar which differed from the production model that followed.",2,6,== Biography ==,1274188
A replica of his bass was produced by Burns London in late 2006.,3,6,== Biography ==,1274188
"His personal favourite instrument was a Fender Jazz bass, which he played in both the Terry Young Band and in Bournemouth band, the Interns.",4,6,== Biography ==,1274188
He also used it with the Shadows towards the end when the Burns instrument began to wear out.,5,6,== Biography ==,1274188
"John Rostill died in Radlett, Hertfordshire, England, on 26 November 1973 aged 31.",0,7,== Biography ==,1274188
He was found dead from barbiturate poisoning in his recording studio by his wife and Bruce Welch.,1,7,== Biography ==,1274188
"The coroner recorded a ""verdict of suicide while in a depressed state of mind"".",2,7,== Biography ==,1274188
"He was survived by his wife Margaret and his son Paul, who was a year old when his father died.",3,7,== Biography ==,1274188
===,0,8,== Biography == | === Early career ===,1274188
Early career ===,1,8,== Biography == | === Early career ===,1274188
1963 – Zoot Money QuartetZoot Money (keyboards); Andy Summers (guitar); Jimmy Shipstone (guitar); John Rostill (bass); Colin Allen (drums)1964 – The Interns,0,9,== Biography == | === Early career ===,1274188
==,0,10,== Discography ==,1274188
Discography ==,1,10,== Discography ==,1274188
1969:,0,11,== Discography ==,1274188
Tom Jones Live in Las Vegas,1,11,== Discography ==,1274188
"1971: ""Green Apples""/""Funny Old World"" – Columbia – DB 8794.",0,12,== Discography ==,1274188
==,0,13,== Filmography ==,1274188
Filmography ==,1,13,== Filmography ==,1274188
Wonderful Life (US title: Swingers' Paradise),0,14,== Filmography ==,1274188
Finders Keepers,0,15,== Filmography ==,1274188
Rhythm 'n Greens (B-film),0,16,== Filmography ==,1274188
Thunderbirds are Go (as puppets),0,17,== Filmography ==,1274188
==,0,18,== Pantomimes ==,1274188
Pantomimes ==,1,18,== Pantomimes ==,1274188
Aladdin (appeared with Cliff Richard),0,19,== Pantomimes ==,1274188
Cinderella (appeared with Cliff Richard),0,20,== Pantomimes ==,1274188
==,0,21,== Bibliography ==,1274188
Bibliography ==,1,21,== Bibliography ==,1274188
Funny Old World by Rob Bradford.,0,22,== Bibliography ==,1274188
==,0,23,== References ==,1274188
References ==,1,23,== References ==,1274188
