sentences,sentenceIndex,paragraphIndex,section,wikiId
"Dane Lovett (born 1984) is an artist from Brisbane, Australia.",0,0,N/A,9300263
In 2007 the artist moved to Melbourne to complete honours in painting at the Victorian College of the Arts.,1,0,N/A,9300263
==,0,1,== Exhibitions ==,9300263
Exhibitions ==,1,1,== Exhibitions ==,9300263
"In 2011 Dane Lovett was included in the group show ""Explaining Colours to the Blind"" at Tristian Koenig, exhibited solo at Colette in Paris and received a grant from the Australia Council for the Arts to undertake a studio residency in Tokyo for three months.",0,2,== Exhibitions ==,9300263
==,0,3,== Representation ==,9300263
Representation ==,1,3,== Representation ==,9300263
Dane Lovett is represented by Tristian Koenig in Melbourne and Sullivan + Strumpf Fine Art in Sydney.,0,4,== Representation ==,9300263
