sentences,sentenceIndex,paragraphIndex,section,wikiId
"Isabella Sophie Tweddle (born 27 May 1999), who performs under the stage name Billie Marten, is a British singer-songwriter and musician from Ripon in North Yorkshire.",0,0,N/A,49061408
She first came to prominence at the age of twelve when a video on YouTube of her singing attracted thousands of views.,1,0,N/A,49061408
"She released her first EP at the age of fifteen in 2014, and her second EP a year later.",2,0,N/A,49061408
At the end of 2015 she was nominated for the Sound of 2016 award.,3,0,N/A,49061408
==,0,1,== Early life ==,49061408
Early life ==,1,1,== Early life ==,49061408
"Isabella (or ""Billie"")",0,2,== Early life ==,49061408
Tweddle was born 27 May 1999 in Ripon in North Yorkshire.,1,2,== Early life ==,49061408
"She began playing guitar and singing when she was seven or eight, and started writing songs soon afterwards.",2,2,== Early life ==,49061408
"By the age of nine she had her own YouTube channel on which she posted covers of pop songs, mostly for the benefit of her grandparents who live in France.",3,2,== Early life ==,49061408
When she was twelve she performed some music sessions for a local YouTube channel called Ont' Sofa.,4,2,== Early life ==,49061408
"Among the songs she performed was a cover version of Lucy Rose's ""Middle of the Bed"", which quickly received thousands of views.",5,2,== Early life ==,49061408
"In a later interview Marten said ""I didn't understand how quickly it could spread.",6,2,== Early life ==,49061408
"I was super young and it was crazy.""",7,2,== Early life ==,49061408
She was educated at Ripon Grammar School.,8,2,== Early life ==,49061408
==,0,3,== Music career ==,49061408
Music career ==,1,3,== Music career ==,49061408
"In May 2014, just before her fifteenth birthday, Billie Marten released the single ""Ribbon"" via Burberry's curation program.",0,4,== Music career ==,49061408
She wrote the single with Fiona Bevan the previous year.,1,4,== Music career ==,49061408
"According to Marten, one theme of ""Ribbon"" is ""the elusiveness of the city, and how quickly you can lose something amongst the people and tube stations.""",2,4,== Music career ==,49061408
In June 2014 she released her debut EP Ribbon.,3,4,== Music career ==,49061408
In August 2014 Marten played the BBC Introducing stage at the Reading Festival.,4,4,== Music career ==,49061408
"She described her music in December 2014 as ""a mix between acoustic and quite folky and a little indie.",5,4,== Music career ==,49061408
"""In January 2015 Billie Marten signed to Chess Club Records, a division of Sony Music and their RCA Records recording label.",6,4,== Music career ==,49061408
"She released the single ""Heavy Weather"" in April 2015 which premiered on Huw Stephens' BBC Radio 1 show.",7,4,== Music career ==,49061408
"A 7"" vinyl version of ""Heavy Weather"" was released in May with her cover version of Royal Blood's ""Out of the Black"" on the B-side.",8,4,== Music career ==,49061408
"She released the single ""Bird"" in September 2015.",9,4,== Music career ==,49061408
"She wrote the song with Olivia Broadfield, and according to Marten, the song is about ""how words can truly affect people, not always for the right reasons"".",10,4,== Music career ==,49061408
She toured for the first time in October 2015 as the supporting act for Lucy Rose.,11,4,== Music career ==,49061408
Marten released her second EP As Long As in November 2015.,12,4,== Music career ==,49061408
In November 2015 she was nominated for the BBC Sound of 2016.,13,4,== Music career ==,49061408
"In 2018 Marten's Blue Sea, Red Sea featured as Annie Mac's hottest record on Radio 1.",14,4,== Music career ==,49061408
"In January 2021, Marten announced her third album titled Flora Fauna, set for a 21 May release.",15,4,== Music career ==,49061408
==,0,5,== Personal life ==,49061408
Personal life ==,1,5,== Personal life ==,49061408
Marten likes alpacas and has expressed a wish to buy one.,0,6,== Personal life ==,49061408
"She has said ""I have this weird obsession with alpacas, I can't explain it.",1,6,== Personal life ==,49061408
I think they're beautiful,2,6,== Personal life ==,49061408
"and I love them"".",3,6,== Personal life ==,49061408
"When aged 18, Marten was diagnosed with severe seasonal affective disorder (SAD), causing some depression and anxiety.",4,6,== Personal life ==,49061408
==,0,7,== Discography ==,49061408
Discography ==,1,7,== Discography ==,49061408
===,0,8,== Discography == | === Studio albums ===,49061408
Studio albums ===,1,8,== Discography == | === Studio albums ===,49061408
===,0,9,== Discography == | === Extended plays ===,49061408
Extended plays =,1,9,== Discography == | === Extended plays ===,49061408
==,2,9,== Discography == | === Extended plays ===,49061408
===,0,10,== Discography == | === Singles ===,49061408
Singles =,1,10,== Discography == | === Singles ===,49061408
==,2,10,== Discography == | === Singles ===,49061408
==,0,11,== Music videos ==,49061408
Music videos ==,1,11,== Music videos ==,49061408
==,0,12,== Awards and nominations ==,49061408
Awards and nominations ==,1,12,== Awards and nominations ==,49061408
==,0,13,== References ==,49061408
References ==,1,13,== References ==,49061408
==,0,14,== External links ==,49061408
External links ==,1,14,== External links ==,49061408
Official website,0,15,== External links ==,49061408
