sentences,sentenceIndex,paragraphIndex,section,wikiId
Diomedes Matos is a Puerto Rican musician and master instrument maker who is most famous for building string instruments.,0,0,N/A,18753137
"He built his first guitar at age 12 and later studied and mastered construction techniques for several traditional stringed instruments including cuatros, requintos, classical guitars, and the Puerto Rican tres.",1,0,N/A,18753137
Matos'  instruments are in great demand and he has won many awards and honors for his work.,2,0,N/A,18753137
"In 2006, he was awarded a National Heritage Fellowship by the National Endowment for the Arts, which is the United States government's highest honor in the folk and traditional arts.",3,0,N/A,18753137
==,0,1,== References ==,18753137
References ==,1,1,== References ==,18753137
