sentences,sentenceIndex,paragraphIndex,section,wikiId
"Santos Montano is a drummer from Santa Fe, New Mexico.",0,0,N/A,50936082
He is known for playing on the first album of post-metal band Zozobra and for being a founding member and the drummer of post-metal band Old Man Gloom.,1,0,N/A,50936082
"In addition to his music career, he is working as part of an art department in the movie industry.",2,0,N/A,50936082
"He has worked for both series productions (e.g. Marvel's Daredevil, released in 2015) as well as for movie productions (e.g. Night at the Museum: Secret of the Tomb).",3,0,N/A,50936082
He has also written one op-ed for Pitchfork.,4,0,N/A,50936082
==,0,1,== Discography ==,50936082
Discography ==,1,1,== Discography ==,50936082
===,0,2,== Discography == | === With Zozobra ===,50936082
With Zozobra =,1,2,== Discography == | === With Zozobra ===,50936082
==,2,2,== Discography == | === With Zozobra ===,50936082
"Harmonic Tremors (Hydra Head Records, 2007)",0,3,== Discography == | === With Zozobra ===,50936082
===,0,4,== Discography == | === With Old Man Gloom ===,50936082
With Old Man Gloom ===,1,4,== Discography == | === With Old Man Gloom ===,50936082
====,0,5,== Discography == | ==== Studio albums ====,50936082
Studio albums ==,1,5,== Discography == | ==== Studio albums ====,50936082
==,2,5,== Discography == | ==== Studio albums ====,50936082
"Meditations in B (1999, Tortuga)",0,6,== Discography == | ==== Studio albums ====,50936082
"Seminar II: The Holy Rites of Primitivism Regressionism (2001, Tortuga)",0,7,== Discography == | ==== Studio albums ====,50936082
"Seminar III: Zozobra (2001, Tortuga)",0,8,== Discography == | ==== Studio albums ====,50936082
"Christmas (2004, Tortuga)",0,9,== Discography == | ==== Studio albums ====,50936082
"No (2012, Hydra Head)",0,10,== Discography == | ==== Studio albums ====,50936082
"The Ape of God (2014, Profound Lore)",0,11,== Discography == | ==== Studio albums ====,50936082
"The Ape of God (2014, Profound Lore)",0,12,== Discography == | ==== Studio albums ====,50936082
Seminar VIII:,0,13,== Discography == | ==== Studio albums ====,50936082
"Light of Meaning (2020, Profound Lore)",1,13,== Discography == | ==== Studio albums ====,50936082
"Seminar IX: Darkness of Being (2020, Profound Lore)",0,14,== Discography == | ==== Studio albums ====,50936082
====,0,15,== Discography == | ==== Extended plays ====,50936082
Extended plays =,1,15,== Discography == | ==== Extended plays ====,50936082
===,2,15,== Discography == | ==== Extended plays ====,50936082
"Christmas Eve I and II + 6 (2003, Tortuga)",0,16,== Discography == | ==== Extended plays ====,50936082
"Willing Vessel b/w Storms in Our Eyes (2020, Sige)",0,17,== Discography == | ==== Extended plays ====,50936082
====,0,18,== Discography == | ==== Live albums ====,50936082
Live albums ==,1,18,== Discography == | ==== Live albums ====,50936082
==,2,18,== Discography == | ==== Live albums ====,50936082
"Mickey Rookey Live at London (2016, Ektro)",0,19,== Discography == | ==== Live albums ====,50936082
"Zozoburn: Live at Fiesta Roadburn with Zozobra (2020, Sige)",0,20,== Discography == | ==== Live albums ====,50936082
==,0,21,== References ==,50936082
References ==,1,21,== References ==,50936082
==,0,22,== External links ==,50936082
External links ==,1,22,== External links ==,50936082
Santos Montano on Facebook,0,23,== External links ==,50936082
