sentences,sentenceIndex,paragraphIndex,section,wikiId
"Imants Kokars (16 August 1921 in Gulbene, Latvia – 24 November 2011 in Riga, Latvia) was a Latvian pedagogue and conductor.",0,0,N/A,33871259
His twin brother Gido Kokars was also a conductor.,1,0,N/A,33871259
Imants Kokar has been chief conductor of several Latvian Song and Dance Festivals and initiated the Nordic-Baltic Choral Festival in 1995.,2,0,N/A,33871259
"On 12 April 1995 Imants Kokars was awarded the Order of the Three Stars, third class.",0,1,N/A,33871259
==,0,2,== References ==,33871259
References ==,1,2,== References ==,33871259
