sentences,sentenceIndex,paragraphIndex,section,wikiId
"Doris Evans McGinty (died April 5, 2005) was a professor in the Department of Music at Howard University from 1947 until 1991.",0,0,N/A,49555290
"McGinty was chair of the department for eight years, and contributed to numerous publications, including the New Grove Dictionary of American Music, Black Women in American Music, and the American Dictionary of Negro Biography.",1,0,N/A,49555290
She was a contributing editor to The Black Perspective in Music from 1975 until her retirement in 1991.,2,0,N/A,49555290
"McGinty was born in Washington, D.C., and is known for being the first American to receive a Doctorate of Musicology from Oxford University.",3,0,N/A,49555290
==,0,1,== References ==,49555290
References ==,1,1,== References ==,49555290
