sentences,sentenceIndex,paragraphIndex,section,wikiId
"Marsha Norman (born September 21, 1947) is an American playwright, screenwriter, and novelist.",0,0,N/A,1142145
"She received the 1983 Pulitzer Prize for Drama for her play 'night, Mother.",1,0,N/A,1142145
"She wrote the book and lyrics for such Broadway musicals as The Secret Garden, for which she won a Tony Award and the Drama Desk Award for Outstanding Book of a Musical, and The Red Shoes, as well as the libretto for the musical The Color Purple and the book for the musical The Bridges of Madison County.",2,0,N/A,1142145
She is co-chair of the playwriting department at The Juilliard School.,3,0,N/A,1142145
== Biography ==,0,1,== Biography ==,1142145
=== Early years ===,0,2,== Biography == | === Early years ===,1142145
"Norman was born in Louisville, Kentucky, the oldest of four children of Billie and Bertha Williams.",0,3,== Biography == | === Early years ===,1142145
"As a child, she read and played the piano.",1,3,== Biography == | === Early years ===,1142145
She later began attending productions by the newly founded Actors Theatre of Louisville.,2,3,== Biography == | === Early years ===,1142145
She received a bachelor's degree from Agnes Scott College and a master's degree from the University of Louisville.,3,3,== Biography == | === Early years ===,1142145
"She worked as a journalist for The Louisville Times newspaper, and also wrote for Kentucky Educational Television.",4,3,== Biography == | === Early years ===,1142145
She taught young children and adolescents in mental institutions and hospitals.,5,3,== Biography == | === Early years ===,1142145
"These were perhaps her biggest influence on her writing, especially a 13-year-old girl who influenced her play Getting Out.",6,3,== Biography == | === Early years ===,1142145
She also taught English at the J. Graham Brown School and Prestonia Elementary School in Louisville.,7,3,== Biography == | === Early years ===,1142145
=== Career ===,0,4,== Biography == | === Career ===,1142145
Norman's first play Getting Out was produced at the Actors Theatre of Louisville and then Off-Broadway in 1979.,0,5,== Biography == | === Career ===,1142145
"The play concerns a young woman just paroled after an eight-year prison sentence for robbery, kidnapping and manslaughter.",1,5,== Biography == | === Career ===,1142145
It reflects Norman's experience working with disturbed adolescents at Kentucky's Central State Hospital.,2,5,== Biography == | === Career ===,1142145
Norman's success with Getting Out led her to move to New York City where she continued to write for the Actors Theatre of Louisville.,0,6,== Biography == | === Career ===,1142145
"Her full-length play, Circus Valentine was produced at the Humana Festival in 1978.",1,6,== Biography == | === Career ===,1142145
"The play concerns a travelling circus and its star attraction, Siamese twins.",2,6,== Biography == | === Career ===,1142145
"Her next play, 'night, Mother, became her best-known work, given its Broadway success and its star-powered film version.",3,6,== Biography == | === Career ===,1142145
"The play brought Norman a great deal of recognition, dealing frankly with the subject of suicide, and won the 1983 Pulitzer Prize for Drama, the Susan Smith Blackburn Prize, the Hull-Warriner, the Drama Desk Award, and the 1986 Golden Plate Award of the American Academy of Achievement.",4,6,== Biography == | === Career ===,1142145
"However, her follow-up play, Traveller in the Dark received scathing reviews from the New York critics, some of whom were as blunt to say she could not have written it.",5,6,== Biography == | === Career ===,1142145
"According to an interview in The New York Times, ""Ms. Norman stayed away from the theater and turned to screenplays, including a 1986 movie adaptation of 'night, Mother that starred Sissy Spacek and Anne Bancroft and failed to impress critics.",6,6,== Biography == | === Career ===,1142145
"She was in high demand in Hollywood, though not always for films that she liked, or that studios would approve.",7,6,== Biography == | === Career ===,1142145
"""Norman wrote the book and lyrics for the musical The Secret Garden, an adaptation of the  Frances Hodgson Burnett novel The Secret Garden, and won the Tony Award for Best Book in 1991.",8,6,== Biography == | === Career ===,1142145
"Her work in musical theatre continued with the book and lyrics for the musical The Red Shoes, which failed on Broadway in 1993.",9,6,== Biography == | === Career ===,1142145
"Her one-act play, Trudy Blue, was produced off-Broadway in 1999.",10,6,== Biography == | === Career ===,1142145
That play revolved around a woman who is mistakenly told that she has two months to live.,11,6,== Biography == | === Career ===,1142145
"She also wrote the libretto for the musical version of The Color Purple which opened on Broadway in 2005, receiving a Tony Award nomination for Best Book of a Musical.Norman and composer Jason Robert Brown made a symphonic adaptation of the children's novel The Trumpet of the Swan, which premiered at the Kennedy Center in 2008.",12,6,== Biography == | === Career ===,1142145
"Norman has since written the libretto for the musical adaptation of the film The Bridges of Madison County, with a score by Brown.",13,6,== Biography == | === Career ===,1142145
"The musical premiered at the Williamstown Theatre Festival on August 1, 2013 and ran briefly on Broadway from February 20, 2014.",14,6,== Biography == | === Career ===,1142145
