sentences,sentenceIndex,paragraphIndex,section,wikiId
Edgar Henrichsen (19 January 1879 - 24 August 1955) was a Danish composer and organist.,0,0,N/A,22079411
"He was the brother of Roger Henrichsen, and was a student of Gustav Helsted and Alexandre Guilmant.",1,0,N/A,22079411
