sentences,sentenceIndex,paragraphIndex,section,wikiId
Brad Swanson was an American popular organist based in Western Pennsylvania and New York.,0,0,N/A,62316708
"His recordings, targeted towards older audiences, were popular jukebox selections and one of his albums made the national Billboard chart.",1,0,N/A,62316708
==,0,1,== Biography ==,62316708
Biography ==,1,1,== Biography ==,62316708
"Born in Buffalo, New York, Swanson began playing the organ in Olean, New York.",0,2,== Biography ==,62316708
"He began his professional career at the age of eighteen, touring the country while giving concerts in clubs.",1,2,== Biography ==,62316708
In 1948 he was appearing twice daily at The Capitol Hill restaurant in Olean.,2,2,== Biography ==,62316708
In the early 1960s Swanson had a radio show entitled Dinner Serenade which broadcast on WKJF.,3,2,== Biography ==,62316708
"His album Quentin's Theme appeared on Billboard's album charts in October 1969 for two weeks, the highest listing being at position #185.",4,2,== Biography ==,62316708
"In 1971 he was employed as an organist at the Erie, Pennsylvania Holiday Inn.",5,2,== Biography ==,62316708
By that time he had released ten LP records on Thunderbird Records and was active as a promoter for the Music Operators of America.,6,2,== Biography ==,62316708
==,0,3,== Style and influence ==,62316708
Style and influence,1,3,== Style and influence ==,62316708
==,2,3,== Style and influence ==,62316708
"His marketing tag was ""and his Whispering Organ Sound"".",0,4,== Style and influence ==,62316708
"Swanson played Allen organs, which he would extensively modify.",1,4,== Style and influence ==,62316708
Richard Nixon was reported to be a fan of Swanson's music.,2,4,== Style and influence ==,62316708
"In the late 1960s and very early 1970s his singles appeared among the most popular selection in the Midwest for jukeboxes oriented towards ""adult"" and ""oldies"" locations.",3,4,== Style and influence ==,62316708
"A ""Greatest Hits"" compilation released on Thunderbird in 1970 was accorded a four-star rating (the highest possible) by Billboard.",4,4,== Style and influence ==,62316708
"His recordings were reviewed three decades later as ""majestically cheezy.""",5,4,== Style and influence ==,62316708
==,0,5,== References ==,62316708
References ==,1,5,== References ==,62316708
