sentences,sentenceIndex,paragraphIndex,section,wikiId
"Junior Durward Morsch (December 18, 1920 – August 2, 2015) was an American composer, prolific arranger, trombonist, and retired music educator who has worked and recorded professionally in a broad spectrum of genres, beginning with progressive big band jazz in the late 1940s and ending as a high school band director in Colorado.",0,0,N/A,39416208
"He was also the band director at Saguaro High School, in Scottsdale, Arizona.",1,0,N/A,39416208
==,0,1,== Career ==,39416208
Career ==,1,1,== Career ==,39416208
Morsch was born in Iowa.,0,2,== Career ==,39416208
"Noted for his scoring for symphonic band works, Morsch has written over 400 arrangements, including 125 marching band scores, 110 symphonic scores, and 125 scores for film, dating from the 1930s to the present.",1,2,== Career ==,39416208
"His son, Robert Stuart Morsch, DMA (1942–2009), was a music educator at the collegiate level, notably the director of bands at Western Illinois University.",0,3,== Career ==,39416208
"Between 1946 and 1949, Morsch recorded on five studio sessions and two live broadcast as trombonist with the Earle Spencer Orchestra.",1,3,== Career ==,39416208
Morsch is an alumnus of the University of Southern California and the University of Northern Colorado (1950s).,2,3,== Career ==,39416208
He died in 2015 at the age of 94 in Colorado Springs.,3,3,== Career ==,39416208
==,0,4,== Selected arrangements and compositions ==,39416208
Selected arrangements and compositions ==,1,4,== Selected arrangements and compositions ==,39416208
Arrangements,0,5,== Selected arrangements and compositions ==,39416208
Compositions,0,6,== Selected arrangements and compositions ==,39416208
==,0,7,== Professional affiliations ==,39416208
Professional affiliations ==,1,7,== Professional affiliations ==,39416208
Kappa Kappa Psi,0,8,== Professional affiliations ==,39416208
==,0,9,== Notes and references ==,39416208
Notes and references ==,1,9,== Notes and references ==,39416208
===,0,10,== Notes and references == | === Notes ===,39416208
Notes ===,1,10,== Notes and references == | === Notes ===,39416208
===,0,11,== Notes and references == | === Inline citations ===,39416208
Inline citations =,1,11,== Notes and references == | === Inline citations ===,39416208
==,2,11,== Notes and references == | === Inline citations ===,39416208
==,0,12,== External links ==,39416208
External links ==,1,12,== External links ==,39416208
"Short biography on J.D. Morsch at Really Good Music, LLC, Eau Claire, Wisconsin",0,13,== External links ==,39416208
