sentences,sentenceIndex,paragraphIndex,section,wikiId
"Nicholas Payton (born September 26, 1973) is an American trumpet player and multi-instrumentalist.",0,0,N/A,2140735
"A Grammy Award winner, he is from New Orleans, Louisiana.",1,0,N/A,2140735
"He is also a prolific and provocative writer who comments on a multitude of subjects, including music, race, politics, and life in America.",2,0,N/A,2140735
==,0,1,== Biography ==,2140735
Biography ==,1,1,== Biography ==,2140735
"The son of bassist and sousaphonist Walter Payton, he began playing the trumpet at the age of four and by age nine was sitting in with the Young Tuxedo Brass Band alongside his father.",0,2,== Biography ==,2140735
He began his professional career at ten years old as a member of James Andrews' All-Star Brass and was given his first steady gig by guitarist Danny Barker at The Famous Door on Bourbon Street.,1,2,== Biography ==,2140735
He enrolled at the New Orleans Center for Creative Arts and then at the University of New Orleans.,2,2,== Biography ==,2140735
"After touring with Marcus Roberts and Elvin Jones in the early 1990s, Payton signed a contract with Verve Records; his first album, From This Moment, appeared in 1995.",0,3,== Biography ==,2140735
"In 1996 he performed on the soundtrack of the movie Kansas City, and in 1997 received a Grammy Award (Best Instrumental Solo) for his playing on the album Doc Cheatham & Nicholas Payton.",1,3,== Biography ==,2140735
"After seven albums on Verve, Payton signed with Warner Bros. Records, releasing Sonic Trance, his first album on the new label, in 2003.",0,4,== Biography ==,2140735
"Besides his recordings under his own name, other significant collaborations include Trey Anastasio, Ray Brown, Ray Charles, Daniel Lanois, Dr. John, Stanley Jordan, Herbie Hancock, Roy Haynes, Zigaboo Modeliste, Marcus Roberts, Jill Scott, Clark Terry, Allen Toussaint, Nancy Wilson, Dr. Michael White, and Joe Henderson.",1,4,== Biography ==,2140735
"In 2004, he became a founding member of the SFJAZZ Collective.",0,5,== Biography ==,2140735
"In 2008, he joined The Blue Note 7, a septet formed in honor of the 70th anniversary of Blue Note Records.",1,5,== Biography ==,2140735
"In 2011, he formed a 21-piece big band ensemble called the Television Studio Orchestra.",2,5,== Biography ==,2140735
"In 2011, he also recorded and released Bitches, a love narrative on which he played every instrument, sang, and wrote all of the music.",3,5,== Biography ==,2140735
"In 2012 the Czech National Symphony Orchestra commissioned and debuted his first full orchestral work, The Black American Symphony.",4,5,== Biography ==,2140735
"And in 2013, he formed his own record label, BMF Records, and the same year released two albums, #BAM Live at Bohemian Caverns, where he plays both trumpet and Fender Rhodes, often at once, and Sketches of Spain, which he recorded with the Basel Symphony Orchestra in Switzerland.",5,5,== Biography ==,2140735
Payton's writings are provocative.,0,6,== Biography ==,2140735
"One of his most pieces, ""On Why Jazz isn't Cool Anymore"" describes the effects of cultural colonization on music.",1,6,== Biography ==,2140735
"The article quickly earned his website 150,000 page views and sparked international press attention and debate.",2,6,== Biography ==,2140735
==,0,7,== Discography ==,2140735
Discography ==,1,7,== Discography ==,2140735
===,0,8,== Discography == | === As leader/co-leader ===,2140735
As leader/co-leader ===,1,8,== Discography == | === As leader/co-leader ===,2140735
"From This Moment (Verve, 1995) – recorded in 1994",0,9,== Discography == | === As leader/co-leader ===,2140735
"Gumbo Nouveau (Verve, 1996)",0,10,== Discography == | === As leader/co-leader ===,2140735
"Fingerpainting: The Music of Herbie Hancock (Verve, 1997) with Christian McBride, Mark Whitfield – music of Herbie Hancock",0,11,== Discography == | === As leader/co-leader ===,2140735
"Doc Cheatham & Nicholas Payton (Verve, 1997) with Doc Cheatham – Grammy won track included",0,12,== Discography == | === As leader/co-leader ===,2140735
"Payton's Place (Verve, 1998)",0,13,== Discography == | === As leader/co-leader ===,2140735
"Nick@Night (Verve, 1999)",0,14,== Discography == | === As leader/co-leader ===,2140735
"Dear Louis (Verve, 2001) – recorded in 2000",0,15,== Discography == | === As leader/co-leader ===,2140735
"Sonic Trance (Warner Bros., 2003)",0,16,== Discography == | === As leader/co-leader ===,2140735
"Mysterious Shorter (Chesky, 2006) with Bob Belden, Sam Yahel, John Hart, Billy Drummond",0,17,== Discography == | === As leader/co-leader ===,2140735
"Into the Blue (Nonesuch, 2008) – recorded in 2007",0,18,== Discography == | === As leader/co-leader ===,2140735
"Bitches (In+Out, 2011)",0,19,== Discography == | === As leader/co-leader ===,2140735
"Live at 2012 New Orleans Jazz & Heritage Festival (Munck Mix, 2012) – live",0,20,== Discography == | === As leader/co-leader ===,2140735
"#BAM: Live at Bohemian Caverns (BMF, 2013)",0,21,== Discography == | === As leader/co-leader ===,2140735
"Sketches of Spain (BMF, 2013) with Sinfonieorchester Basel",0,22,== Discography == | === As leader/co-leader ===,2140735
"Numbers (Paytone, 2014)",0,23,== Discography == | === As leader/co-leader ===,2140735
"Letters (Paytone, 2015)(2CD)",0,24,== Discography == | === As leader/co-leader ===,2140735
"The Egyptian Second Line (Paytone, 2016)",0,25,== Discography == | === As leader/co-leader ===,2140735
"Afro-Caribbean Mixtape (Paytone, 2017)(2CD) – recorded in 2016",0,26,== Discography == | === As leader/co-leader ===,2140735
"Relaxin' with Nick (Smoke Sessions, 2019)(2CD) – live at ""Smoke""",0,27,== Discography == | === As leader/co-leader ===,2140735
"Quarantined with Nick (Paytone, 2020)",0,28,== Discography == | === As leader/co-leader ===,2140735
"Maestro Rhythm King (Paytone, 2020)(limited edition LP)",0,29,== Discography == | === As leader/co-leader ===,2140735
"Smoke Sessions (Smoke Sessions, 2021)",0,30,== Discography == | === As leader/co-leader ===,2140735
===,0,31,== Discography == | === As a member ===,2140735
As a member ===,1,31,== Discography == | === As a member ===,2140735
New Orleans Collective,0,32,== Discography == | === As a member ===,2140735
"With Wessell Anderson, Christopher Thomas, Peter Martin and Brian Blade",0,33,== Discography == | === As a member ===,2140735
"New Orleans Collective (Paddle Wheel, 1993)SFJAZZ Collective (2004-06)",0,34,== Discography == | === As a member ===,2140735
"SFJazz Collective (Nonesuch, 2005) – recorded in 2004",0,35,== Discography == | === As a member ===,2140735
"SFJazz Collective 2 (Nonesuch, 2006) – recorded in 2005The Blue Note 7 (2008- )",0,36,== Discography == | === As a member ===,2140735
"Mosaic: A Celebration of Blue Note Records (Blue Note, 2009) – recorded in 2008",0,37,== Discography == | === As a member ===,2140735
===,0,38,== Discography == | === As sideman ===,2140735
As sideman =,1,38,== Discography == | === As sideman ===,2140735
==,2,38,== Discography == | === As sideman ===,2140735
With Eric Alexander,0,39,== Discography == | === As sideman ===,2140735
"Summit Meeting (Milestone, 2002) – recorded in 2001With Joanne Brackeen",0,40,== Discography == | === As sideman ===,2140735
"Pink Elephant Magic (Arkadia Jazz, 1999) – recorded in 1998With Common",0,41,== Discography == | === As sideman ===,2140735
"Electric Circus (MCA, 2002)With",0,42,== Discography == | === As sideman ===,2140735
The Headhunters,1,42,== Discography == | === As sideman ===,2140735
"Evolution Revolution (Basin Street, 2003)With Joe Henderson",0,43,== Discography == | === As sideman ===,2140735
"Big Band (Verve, 1997) – recorded in 1992-96With Doc Houlind",0,44,== Discography == | === As sideman ===,2140735
"New Orleans Sessions (Music Mecca, 1995)With Dr. John",0,45,== Discography == | === As sideman ===,2140735
"N'Awlinz: Dis Dat or d'Udda (Blue Note, 2004)With Elvin Jones",0,46,== Discography == | === As sideman ===,2140735
"Youngblood (Enja, 1992)",0,47,== Discography == | === As sideman ===,2140735
"Going Home (Enja, 1993) – recorded in 1992",0,48,== Discography == | === As sideman ===,2140735
"It Don't Mean a Thing (Enja, 1993)With Yu Sakai",0,49,== Discography == | === As sideman ===,2140735
"Touch the World (Newborder Recordings. 2020) – in track ""Hōzuki (鬼灯) Physalis alkekengi""With Jimmy Smith",0,50,== Discography == | === As sideman ===,2140735
Damn!,0,51,== Discography == | === As sideman ===,2140735
"(Verve, 1995)",1,51,== Discography == | === As sideman ===,2140735
