sentences,sentenceIndex,paragraphIndex,section,wikiId
"Nasir Frederick Graham (born November 23, 1991), better known by his stage name Driicky Graham, is an American rapper from Newark, New Jersey.",0,0,N/A,36631758
Previously signed to E1 but now Independent.,1,0,N/A,36631758
==,0,1,== Early life ==,36631758
Early life ==,1,1,== Early life ==,36631758
Driicky Graham was born Nasir Frederick Graham in UMDNJ hospital.,0,2,== Early life ==,36631758
"He is the son of Derrick ""The Sharpshooter"" Graham, a former light middleweight boxing champion, and Joylette Bullock, an educator.",1,2,== Early life ==,36631758
"Graham and his family grew up in Newark, New Jersey.",2,2,== Early life ==,36631758
His parents separated when he was two.,3,2,== Early life ==,36631758
"At the age of seven, he moved with his mother to Oxford, North Carolina.",4,2,== Early life ==,36631758
"In 1994, at the age of three, Graham appeared in the music video to the Lords of the Underground single ""Tic Toc"".",5,2,== Early life ==,36631758
This was his first experience in the industry which later inspired him to jump start his career in hip hop music.,6,2,== Early life ==,36631758
==,0,3,== Music career ==,36631758
Music career ==,1,3,== Music career ==,36631758
"Graham began rapping at the age of 14, while always passionate about his craft, he did not view it as a serious career option until he signed to the independent record label Nu World Era Music Group when he turned 18.",0,4,== Music career ==,36631758
"After building up a strong online following, Graham achieved commercial success in 2012 with his single ""Snapbacks & Tattoos"", which received airplay on radio stations.",1,4,== Music career ==,36631758
"Following the success of ""Snapbacks & Tattoos"", many major record labels attempted to sign Graham, including Epic and Interscope: however, Graham instead decided to sign to independent label E1 Music His first mixtape, Ya Gotta Start Somewhere, was released on June 26, 2012.",2,4,== Music career ==,36631758
"Graham also made an appearance on a BET Cypher during the 2012 BET Hip Hop Awards in October alongside ASAP Rocky, Angel Haze, Childish Gambino and Joey Badass His second mixtape, ""The Experience Of Fred Neech"" or ""EFN"" was released December 15, 2014.",3,4,== Music career ==,36631758
==,0,5,== Discography ==,36631758
Discography ==,1,5,== Discography ==,36631758
===,0,6,== Discography == | === Albums ===,36631758
Albums ===,1,6,== Discography == | === Albums ===,36631758
====,0,7,== Discography == | ==== Studio albums ====,36631758
Studio albums ==,1,7,== Discography == | ==== Studio albums ====,36631758
==,2,7,== Discography == | ==== Studio albums ====,36631758
====,0,8,== Discography == | ==== Mixtapes ====,36631758
Mixtapes =,1,8,== Discography == | ==== Mixtapes ====,36631758
=,2,8,== Discography == | ==== Mixtapes ====,36631758
==,3,8,== Discography == | ==== Mixtapes ====,36631758
===,0,9,== Discography == | === Singles ===,36631758
Singles =,1,9,== Discography == | === Singles ===,36631758
==,2,9,== Discography == | === Singles ===,36631758
==,0,10,== References ==,36631758
References ==,1,10,== References ==,36631758
