sentences,sentenceIndex,paragraphIndex,section,wikiId
"Muhamed Fazlagić (Serbo-Croatian Cyrillic: Мухамед Фазлагић; 17 April 1967), known as Fazla, is a singer from Bosnia and Herzegovina.",0,0,N/A,35516112
==,0,1,== Eurovision Song Contest 1993 ==,35516112
Eurovision Song Contest 1993,1,1,== Eurovision Song Contest 1993 ==,35516112
==,2,1,== Eurovision Song Contest 1993 ==,35516112
"In 1993, Fazla represented Bosnia and Herzegovina at the 1993 Eurovision Song Contest with the song ""Sva bol svijeta"".",0,2,== Eurovision Song Contest 1993 ==,35516112
Fazla finished in sixteenth place with 27 points.,1,2,== Eurovision Song Contest 1993 ==,35516112
