sentences,sentenceIndex,paragraphIndex,section,wikiId
Steve Moss is an American multi-instrumentalist best recognized for his work with guitarist Joe Baiza and his involvement in the band Universal Congress Of.,0,0,N/A,37266872
He has also collaborated frequently with jazz saxophonist Gary Thomas and has appeared on albums by Firehose and Public Enemy.,1,0,N/A,37266872
==,0,1,== Discography ==,37266872
Discography ==,1,1,== Discography ==,37266872
==,0,2,== References ==,37266872
References ==,1,2,== References ==,37266872
