sentences,sentenceIndex,paragraphIndex,section,wikiId
"Sakari Halonen (1923–1992) was a Finnish singer and stage, film and television actor.",0,0,N/A,51106671
==,0,1,== Selected filmography ==,51106671
Selected filmography ==,1,1,== Selected filmography ==,51106671
The General's Fiancée (1951),0,2,== Selected filmography ==,51106671
The Millionaire Recruit (1953),0,3,== Selected filmography ==,51106671
==,0,4,== External links ==,51106671
External links ==,1,4,== External links ==,51106671
Sakari Halonen at IMDb,0,5,== External links ==,51106671
