sentences,sentenceIndex,paragraphIndex,section,wikiId
"Thorstein Skarning (1888–1939) was a Norwegian-born musician and bandleader, who toured the Upper Midwest  for over two decades and was a Twin Cities radio personality in the 1930s.",0,0,N/A,34006420
==,0,1,== Accordion virtuoso ==,34006420
Accordion virtuoso ==,1,1,== Accordion virtuoso ==,34006420
"Skarning, who grew up near Drammen, Norway, immigrated to the United States in 1909 and by 1917 had begun performing in the new country.",0,2,== Accordion virtuoso ==,34006420
From the beginning his wife Anna joined him as a pianist and vocalist.,1,2,== Accordion virtuoso ==,34006420
"In 1925 they were greeted in Grand Forks, North Dakota by a large crowd that filled American Hall to capacity for a program of Norwegian folk dances, Grieg recital pieces and sentimental ballads.",2,2,== Accordion virtuoso ==,34006420
"A review in the Grand Forks Herald praised the ""celebrated accordionist"", who played solo versions of Den store, hvide flok and Solveigs sang during one set.",3,2,== Accordion virtuoso ==,34006420
"It referred to his ""charming wife"" and called her a ""singer of note"", who captivated listeners while singing Breil's Song of the soul and  Hvalbye's Å, mor.",4,2,== Accordion virtuoso ==,34006420
"Advertised as the ""world's greatest accordion virtuoso"" and ""greatest player of classical music on the accordion"", Skarning demonstrated his skill before rapt audiences and enthusiastic dancers alike.",5,2,== Accordion virtuoso ==,34006420
The high-brow fare was not to everyone's liking.,6,2,== Accordion virtuoso ==,34006420
"At the MWA hall in Strum, Wisconsin the crowd showed ""little appreciation of a Mozart sonata but raised the roof when he stooped to rip off a Norwegian hop waltz.""",7,2,== Accordion virtuoso ==,34006420
"In 1925 when Skarning and his musicians had an engagement in Blair, Wisconsin, the local newspaper wrote: ""This company never fails to please and their every appearance here is greeted with a packed house.",8,2,== Accordion virtuoso ==,34006420
"After the musical entertainment is over, the players play for the dancers —and this is where both Mr. Skarning and his people come in for a rousing good time.""",9,2,== Accordion virtuoso ==,34006420
==,0,3,== Recordings ==,34006420
Recordings ==,1,3,== Recordings ==,34006420
"A master of the chromatic button accordion, Skarning recorded ""Skarning's Mazurka"", ""Vals Brilliante"" and a few other tunes while still in Norway.",0,4,== Recordings ==,34006420
"Five of these numbers are on the 2017 album ""Trekkspillnostalgi fra Modum og Eiker"" (Accordion nostalgia from Modum and Eiker) and available through iTunes and Amazon mp3.",1,4,== Recordings ==,34006420
"In 1918 Skarning made a trial recording of ""Old Comrades"" (Alte Kameraden) for Victor Records.",2,4,== Recordings ==,34006420
The same year he released four songs on Columbia Records.,3,4,== Recordings ==,34006420
In 1930 he put out two songs on the Brunswick label.,4,4,== Recordings ==,34006420
==,0,5,== Popular artist ==,34006420
Popular artist ==,1,5,== Popular artist ==,34006420
"Skarning adapted to the changing tastes of the public and during the 1930s performed with his sons Thorstein and Osmund as ""Thorstein Skarning and his Norwegian Hillbillies"", a group whose broadcasts aired three times a week on WDGY radio in Minneapolis.",0,6,== Popular artist ==,34006420
One of their most popular numbers was a country western rendition of Farvel Mit Fædreland (Emigrantvalsen).,1,6,== Popular artist ==,34006420
The violinist Ted Johnson and musicians Ernest and Clarence Iverson also played in a hybrid manner that was both Scandinavian and American.,2,6,== Popular artist ==,34006420
In the early 1930s Skarning and Ted Johnson were the leading Nordic bandleaders in the Twin Cities as well as good friends.,3,6,== Popular artist ==,34006420
"The Minnesota Historical Society has an autographed photo of Skarning that he inscribed to his ""old friend Ted Johnson, violinist par excellence.""",4,6,== Popular artist ==,34006420
"Thorstein Skarning died in 1939, but his son Thorstein kept the orchestra going into the 1950s, promoting it as ""the only Norske band in the United States featuring old style mixed music.""",0,7,== Popular artist ==,34006420
==,0,8,== Gallery ==,34006420
Gallery ==,1,8,== Gallery ==,34006420
==,0,9,== References ==,34006420
References ==,1,9,== References ==,34006420
==,0,10,== External links ==,34006420
External links ==,1,10,== External links ==,34006420
Thorstein Skarning at Find a Grave,0,11,== External links ==,34006420
A Passion For Polka at the University of California Press.,0,12,== External links ==,34006420
Historic American Newspapers,1,12,== External links ==,34006420
Thorstein Skarning advertisements and articlesPhotos,0,13,== External links ==,34006420
Thorstein Skarning and his Norwegian Hillbillies,0,14,== External links ==,34006420
Thorstein B. Skarning's famous Norske OrkesterArticles and advertisements,0,15,== External links ==,34006420
Thorstein Skarning 1918 - 1925Album cover,0,16,== External links ==,34006420
"""Skarning's Mazurka"" and other melodiesDiscographies",0,17,== External links ==,34006420
Thorstein Skarning in Ethnic Music On Records Page 2633.,0,18,== External links ==,34006420
Thorstein Skarning on Victor Records.,0,19,== External links ==,34006420
Streaming audio,1,19,== External links ==,34006420
"Den store, hvide flok",0,20,== External links ==,34006420
Old comrades march,0,21,== External links ==,34006420
Solveigs sang,0,22,== External links ==,34006420
Song of the soul,0,23,== External links ==,34006420
Scandinavian old-time,0,24,== External links ==,34006420
Skarning songs recorded by various artistsDocumentary,0,25,== External links ==,34006420
Emigrant entertainment — then and nowVideos,0,26,== External links ==,34006420
Old comrades march on YouTube,0,27,== External links ==,34006420
Solveigs sang on YouTube,0,28,== External links ==,34006420
Valse brilliante on YouTubeThorstein and Anna Skarning lyrics,0,29,== External links ==,34006420
"Den store, hvide flok",0,30,== External links ==,34006420
Emigrantvalsen,0,31,== External links ==,34006420
Solveigs sang,0,32,== External links ==,34006420
"Å, mor la meg legge mitt hodeAnna Skarning sheet music",0,33,== External links ==,34006420
Song of the soul at the Sheet Music Consortium.,0,34,== External links ==,34006420
Select view sheet music.,1,34,== External links ==,34006420
