sentences,sentenceIndex,paragraphIndex,section,wikiId
"Glen Leon Dallin Jr. (March 26, 1918 Silver City, Utah – December 31, 1993) was an American music theorist whose primary work was Techniques of Twentieth Century Composition: A Guide to the Materials of Modern Music.",0,0,N/A,32147685
Dallin was born in Utah.,0,1,N/A,32147685
"He received his bachelor's and master's degrees in music from Eastman School of Music and a Ph.D. from The University of California, Berkeley.",1,1,N/A,32147685
"He then was a professor at Brigham Young University from 1948-1955 and at California State University, Long Beach from 1955 to 1983.",2,1,N/A,32147685
==,0,2,== References ==,32147685
References ==,1,2,== References ==,32147685
==,0,3,== Sources ==,32147685
Sources ==,1,3,== Sources ==,32147685
"Leon Dallin Collection at Sibley Music Library, Eastman School of Music",0,4,== Sources ==,32147685
