sentences,sentenceIndex,paragraphIndex,section,wikiId
Pharez Whitted is an American jazz trumpeter and educator from Indianapolis.,0,0,N/A,3216706
==,0,1,== Biography ==,3216706
Biography ==,1,1,== Biography ==,3216706
"Born in Indianapolis, Whitted grew up in a family of musicians that included his mother, Virtue Hampton Whitted, his aunt Dawn Hampton, and his uncle Slide Hampton.",0,2,== Biography ==,3216706
"His father, Thomas, played drums with Freddie Hubbard and Wes Montgomery, both natives of Indianapolis.",1,2,== Biography ==,3216706
He studied music at DePauw University and earned a master's degree from the Jacobs School of Music at Indiana University in Bloomington.,2,2,== Biography ==,3216706
"He has worked with George Duke, Slide Hampton, Elvin Jones, Ramsey Lewis, Branford Marsalis, Wynton Marsalis, John Mellencamp, Roy Meriwether, The O'Jays, Lou Rawls, The Temptations, Kirk Whalum, and former The Tonight Show bassist Bob Hurst.",0,3,== Biography ==,3216706
"Whitted wrote, produced, and arranged his first two albums for Motown.",1,3,== Biography ==,3216706
He co-produced the album People Make the World Go 'Round.,2,3,== Biography ==,3216706
His album Transient Journey was released in 2010 by the jazz label Owl Studios in Indianapolis.,3,3,== Biography ==,3216706
"He has toured in a band with Bobby Broom, Ron Perrillo, and Eddie Bayard.",0,4,== Biography ==,3216706
"Whitted has performed throughout the United States and overseas, including shows at the 1988 Presidential Inauguration, The Arsenio Hall Show, The Billboard Music Awards, Carnegie Hall, and the MoTown Music Showcase.",1,4,== Biography ==,3216706
He has been jazz director of Chicago's Youth Symphony Orchestra and works with Jazz at Lincoln Center and Ravinia's Jazz Scholar program.,2,4,== Biography ==,3216706
He has been director of jazz studies at Chicago State University.,3,4,== Biography ==,3216706
==,0,5,== Awards and honors ==,3216706
Awards and honors ==,1,5,== Awards and honors ==,3216706
"In January 2011, Whitted was nominated for the 10th Annual Independent Music Awards in the Jazz Album category for Transient Journey.",0,6,== Awards and honors ==,3216706
"In December 2016 he was named one of six ""Chicagoans of the Year"" by the Chicago Tribune.",1,6,== Awards and honors ==,3216706
==,0,7,== Discography ==,3216706
Discography ==,1,7,== Discography ==,3216706
===,0,8,== Discography == | === As leader ===,3216706
As leader ===,1,8,== Discography == | === As leader ===,3216706
1994 Pharez Whitted (Motown),0,9,== Discography == | === As leader ===,3216706
1996 Mysterious Cargo (Motown),0,10,== Discography == | === As leader ===,3216706
2010 Transient Journey (Owl),0,11,== Discography == | === As leader ===,3216706
2012,0,12,== Discography == | === As leader ===,3216706
For the People (Origin),1,12,== Discography == | === As leader ===,3216706
2014 Tree of Life (Truth Revolution),0,13,== Discography == | === As leader ===,3216706
===,0,14,== Discography == | === As guest ===,3216706
As guest ===,1,14,== Discography == | === As guest ===,3216706
"1991 John Mellencamp, Whenever We Wanted",0,15,== Discography == | === As guest ===,3216706
"1998 Jimmy Coe, Say What",0,16,== Discography == | === As guest ===,3216706
"2007 Ari Brown, Live at the Green Mill",0,17,== Discography == | === As guest ===,3216706
"2009 Kobie Watkins, Involved",0,18,== Discography == | === As guest ===,3216706
==,0,19,== References ==,3216706
References ==,1,19,== References ==,3216706
==,0,20,== External links ==,3216706
External links ==,1,20,== External links ==,3216706
Review of Transient Journey at AllAboutJazz.com,0,21,== External links ==,3216706
