sentences,sentenceIndex,paragraphIndex,section,wikiId
"Elizabeth Forbes (3 August 1924 – 22 October 2014) was an English author, music critic, and musicologist who specialised in writing about opera.",0,0,N/A,21710441
"Her main areas of interest were 19th- and 20th-century opera (French and Scandinavian in particular) and singers, both historical and present-day.",1,0,N/A,21710441
"She contributed many reviews and articles to several notable periodicals and newspapers internationally including the Financial Times (which she joined in the early 1970s, working with Andrew Porter and then Ronald Crichton), The Independent, The Musical Times, Opera, Opera Canada and Opera News among several others.",2,0,N/A,21710441
"Born in Camberley, she was the author of numerous books on various subjects related to opera, including her 1985 work, Mario and Grisi, which details the lives of opera singers Giulia Grisi and Giovanni Matteo Mario.",0,1,N/A,21710441
"She wrote a significant number of singing translations of many operas, from French, German and Swedish, including works by Gaspare Spontini, Giacomo Meyerbeer and Franz Berwald, and also extensively contributed to reference works on singers and other operatic topics, including several hundred articles in the Grove Dictionary of Music and Musicians.",1,1,N/A,21710441
She died on 22 October 2014.,0,2,N/A,21710441
==,0,3,== References ==,21710441
References ==,1,3,== References ==,21710441
