sentences,sentenceIndex,paragraphIndex,section,wikiId
"Vet Stone (born Vaetta Stewart; May 2, 1950, Vallejo, California) is an American soul singer.",0,0,N/A,1668378
"She is the sister of Sly Stone, Rose Stone, and Freddie Stone.",1,0,N/A,1668378
"She was the lead singer in the funk group Little Sister, which had a #8 R&B hit of its own in 1970 entitled ""You're the One"".",0,1,N/A,1668378
She is currently the lead figure in a band called Family Stone (formerly called Phunk Phamily Affair).,1,1,N/A,1668378
The band includes Rose Stone's daughter Lisa Stone among its members.,2,1,N/A,1668378
==,0,2,== External links ==,1668378
External links ==,1,2,== External links ==,1668378
Little Sister website,0,3,== External links ==,1668378
Family Stone website,0,4,== External links ==,1668378
