sentences,sentenceIndex,paragraphIndex,section,wikiId
"Dave Stewart (born David Lloyd Stewart, 30 December 1950) is an English keyboardist and composer known for his work with the progressive rock bands Uriel, Egg, Khan, Hatfield and the North, National Health, and Bruford.",0,0,N/A,876606
Stewart is the author of two books on music theory and wrote a music column for Keyboard magazine (USA) for 13 years.,1,0,N/A,876606
"He has also composed music for TV, film and radio, much of it for Victor Lewis-Smith's ARTV production company.",2,0,N/A,876606
He has worked with singer Barbara Gaskin since 1981.,3,0,N/A,876606
==,0,1,== History ==,876606
History ==,1,1,== History ==,876606
"Stewart was born in Waterloo, London.",0,2,== History ==,876606
"Having joined local covers band The Southsiders while still at school, Stewart's musical career began in earnest at the age of 17 when he played organ in Uriel with Mont Campbell (bass, vocals), Steve Hillage (guitar, vocals) and Clive Brooks (drums).",1,2,== History ==,876606
"After a residency on the Isle of Wight in the summer of 1968, Hillage left the group to go to university.",2,2,== History ==,876606
"Uriel continued as a trio, later changed their name to Egg and subsequently recorded two albums for Decca.",3,2,== History ==,876606
In 1969 Hillage briefly rejoined his former bandmates to record a one-off psychedelic album under the pseudonym Arzachel.,4,2,== History ==,876606
In 1972 Stewart guested on Hillage's new band Khan's first album.,5,2,== History ==,876606
"After the break-up of Egg in 1973, Stewart joined Hatfield and the North, described by author Jonathan Coe as ""probably the best-loved of the so-called 'Canterbury' bands"".",0,3,== History ==,876606
(Coe's novel The Rotters' Club takes its title from the band's second album.),1,3,== History ==,876606
"Hatfield broke up in 1975 and, after guesting with the Steve Hillage-led Gong on a few French gigs, Stewart founded National Health with fellow keyboardist Alan Gowen and ex-Hatfield guitarist Phil Miller.",2,3,== History ==,876606
"Finding a permanent drummer proved difficult; Bill Bruford played with the group for a few months and was eventually replaced by Pip Pyle, thereby reuniting three of the former Hatfield musicians.",3,3,== History ==,876606
"Stewart subsequently guested on Bill Bruford's debut solo album, Feels Good to Me (1977), before joining his band Bruford.",4,3,== History ==,876606
"Having recorded three albums and played two successful US tours, the Bruford group was discontinued in 1980.",0,4,== History ==,876606
"Stewart immediately formed Rapid Eye Movement with his friends Pip Pyle (drums), Rick Biddulph (who had been a roadie and sound engineer for Hatfield and National Health) on bass and Jakko Jakszyk (guitar & vocals).",1,4,== History ==,876606
"The UK REM (not to be confused with the contemporaneous American band of the same name) was conceived primarily as a live band and never recorded an album, although poor-quality tapes of live concerts in France survive.",2,4,== History ==,876606
"Jakko recalls the band as being ""a lot rougher than National Health, very structured but performed in a very anarchic way"".",3,4,== History ==,876606
In 1981 Stewart changed musical direction and began experimenting with pop arrangements and songwriting.,0,5,== History ==,876606
"His first solo release, a heavy electronic reworking of Jimmy Ruffin's Motown soul classic ""What Becomes of the Brokenhearted"", featuring guest vocals by The Zombies' founder and vocalist Colin Blunstone, reached No. 13 in the UK Singles Chart and No. 34 in Australia.",1,5,== History ==,876606
"For a follow-up, Stewart recruited friend and former Hatfield backing vocalist Barbara Gaskin to record a version of the 1960s teen lament ""It's My Party"".",2,5,== History ==,876606
"Released in the autumn of 1981, the single reached No. 1 in Britain and Germany and topped the UK charts for four weeks.",3,5,== History ==,876606
