sentences,sentenceIndex,paragraphIndex,section,wikiId
"Rigo ""Riggs"" Morales is a Grammy Award-winning music executive, writer, producer, author, and former music journalist.",0,0,N/A,23164890
"He began his career as a music writer for publications such as The Source, XXL, Vibe and The Fader, and later became a record label executive known for working with artists such as Eminem, 50 Cent, Wiz Khalifa, Janelle Monae, and for producing the Original Broadway Cast Recording for the Tony Award-winning musical, Hamilton.",1,0,N/A,23164890
==,0,1,== Life and career ==,23164890
Life and career ==,1,1,== Life and career ==,23164890
"Morales was born in Harlem, New York and later raised in the Washington Heights neighborhood of New York City.",0,2,== Life and career ==,23164890
He is of Dominican and Puerto Rican descent.,1,2,== Life and career ==,23164890
===,0,3,== Life and career == | === The Source Magazine ===,23164890
The Source Magazine ===,1,3,== Life and career == | === The Source Magazine ===,23164890
"By 1995, Riggs landed an internship at the Source Magazine, where he rose from assistant to staff writer to Senior Associate Music Editor.",0,4,== Life and career == | === The Source Magazine ===,23164890
"From 1995 to 2000, Morales wrote for the magazine's most popular columns, including the Hip-Hop Quotable, Fat Mix-Tape, Singles Watch, the polarizing mic-rated Record Report as well as the Unsigned Hype page.",0,5,== Life and career == | === The Source Magazine ===,23164890
"During this time, The Source reigned as the number 1 music magazine on newsstands in the United States.",1,5,== Life and career == | === The Source Magazine ===,23164890
"For the Unsigned Hype column, Riggs would find and spotlight unsigned artists across the country.",2,5,== Life and career == | === The Source Magazine ===,23164890
"Some of his discoveries include David Banner, Canadian Hip Hop legend Kardinal Official, Dip Set's Juelz Santana and the most prominent of his discoveries, Eminem.",3,5,== Life and career == | === The Source Magazine ===,23164890
"Riggs profiled Eminem in the Source's March 98 issue, before he would go on to become one of the most iconic figures in music.",4,5,== Life and career == | === The Source Magazine ===,23164890
"After leaving the Source, Morales continued to write for other music outlets, such as XXL, The Fader and Allhiphop.com, before moving on from writing full time to pursue the business side of music in 2001.",5,5,== Life and career == | === The Source Magazine ===,23164890
===,0,6,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"Shady Records/Goliath Artists, Inc.",1,6,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
===,2,6,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"Morales became an artist representative for Goliath Artists, Inc., the management firm founded by Eminem's manager, Paul Rosenberg.",0,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"Working with a roster that included Eminem, Cypress Hill, and Xzibit, Morales helped expand the company's roster to include music producers, such as The Alchemist, DJ Muggs of Cypress Hill, Dame Grease and The Beatnuts.",1,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"In 2001, Rosenberg and Eminem appointed Morales to the Director of A&R at the newly formed Shady Records, which lead to the signing of 50 Cent and propelled Shady into one of the most prominent rap labels in music.",2,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"50 Cent's debut album, Get Rich Or Die Tryin' debuted at number one on the Billboard 200 charts, selling 872,000 copies in its first week.",3,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"It was the best-selling album of 2003, selling 12 million copies worldwide by the end of the year and was ranked as the number one album of the year on the Billboard 200.",4,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
"Morales would go on to provide A&R on many of the label’s seminal releases including the 8 Mile soundtrack, 50 Cent The Massacre, Eminem Presents: The Re-Up, Obie Trice Cheers, Bad Meets Evil Hell:",5,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
The Sequel and Eminem’s Recovery.,6,7,"== Life and career == | === Shady Records/Goliath Artists, Inc. ===",23164890
