sentences,sentenceIndex,paragraphIndex,section,wikiId
"Elena Romero Barbosa (born 7 November 1907, d. 1996) was a Spanish composer born in Madrid.",0,0,N/A,33067670
She also wrote professional articles on music.,1,0,N/A,33067670
Selected works include:,2,0,N/A,33067670
Marcela (1957) chamber opera,0,1,N/A,33067670
"Song of TurinaHer work has been recorded and issued on CD, including:",0,2,N/A,33067670
"""Elena Romero: Integrale pour piano, by Alberto Portugheis"" 10/8/2013",0,3,N/A,33067670
Twentieth-century Spanish Composers (20/10/2006),0,4,N/A,33067670
==,0,5,== References ==,33067670
References ==,1,5,== References ==,33067670
