sentences,sentenceIndex,paragraphIndex,section,wikiId
"David Freeman (born May 22, 1939) is a collector, historian, and authority on old-time and bluegrass music.",0,0,N/A,6004425
"Freeman started the County Records label in 1963 in his native New York to focus on Southern string band music, and began the companion mail-order record retail company County Sales in 1965.",1,0,N/A,6004425
"He moved both businesses to Floyd, Virginia in 1974.",2,0,N/A,6004425
"In 1977, Freeman started the Record Depot wholesale distribution company in Roanoke, Virginia, specializing in bluegrass and old-time music.",3,0,N/A,6004425
"In 1978 he helped his graphic artist Barry Poss start a bluegrass music record label, Sugar Hill Records, in Durham, North Carolina.",4,0,N/A,6004425
"In 1980, Freeman bought Charlottesville-based Rebel Records, a pioneering bluegrass label, from Charles Freeland, one of the label's founders.",5,0,N/A,6004425
Freeman was inducted into the International Bluegrass Music Hall of Honor in 2002.,6,0,N/A,6004425
