sentences,sentenceIndex,paragraphIndex,section,wikiId
"Péter Szilágyi (28 May 1954 – 30 May 2013) was a Hungarian music conductor and politician, member of the National Assembly (MP) for Berettyóújfalu (Hajdú-Bihar County Constituency V) between 1994 and 2002.",0,0,N/A,38191787
He was a member of the Committee on Education and Science.,1,0,N/A,38191787
Szilágyi died on 30 May 2013 at the age of 59.,2,0,N/A,38191787
==,0,1,== References ==,38191787
References ==,1,1,== References ==,38191787
