sentences,sentenceIndex,paragraphIndex,section,wikiId
"Norris Jones, better known as Sirone (September 28, 1940 – October 21, 2009) was an American jazz bassist and composer.",0,0,N/A,17144552
==,0,1,== Biography ==,17144552
Biography ==,1,1,== Biography ==,17144552
"Born in Atlanta, Georgia, Sirone worked in Atlanta late in the 1950s and early in the 1960s with ""The Group"" alongside George Adams; he also recorded with R&B musicians such as Sam Cooke and Smokey Robinson.",0,2,== Biography ==,17144552
"In 1966, in response to a call from Marion Brown, he moved to New York City, where he co-founded the ""Untraditional Jazz Improvisational Team"" with Dave Burrell.",1,2,== Biography ==,17144552
"He also worked with Brown, Gato Barbieri, Pharoah Sanders, Noah Howard, Sonny Sharrock, Sunny Murray, Albert Ayler, Archie Shepp, and Sun Ra, as well as with John Coltrane when he was near the end of his career.",2,2,== Biography ==,17144552
"He co-founded the Revolutionary Ensemble with Leroy Jenkins and Frank Clayton in 1971; Jerome Cooper later replaced Clayton in the ensemble, which was active for much of the decade.",3,2,== Biography ==,17144552
"In the 1970s and early 1980s Sirone recorded with Clifford Thornton, Roswell Rudd, Dewey Redman, Cecil Taylor, and Walt Dickerson.",4,2,== Biography ==,17144552
"In the 1980s, he was member of Phalanx, a group with guitarist James ""Blood"" Ulmer, drummer Rashied Ali, and tenor saxophonist George Adams.",5,2,== Biography ==,17144552
"From 1989, he lived in Berlin, Germany, where he was active with his group 'Concord' (with Ben Abarbanel-Wolff and Ulli Bartel.)",6,2,== Biography ==,17144552
"He was involved in theater, film, and was a practicing Buddhist.",7,2,== Biography ==,17144552
"He died on October 21, 2009, at the age of 69.",0,3,== Biography ==,17144552
==,0,4,== Discography ==,17144552
Discography ==,1,4,== Discography ==,17144552
===,0,5,== Discography == | === As leader or co-leader ===,17144552
As leader or co-leader ===,1,5,== Discography == | === As leader or co-leader ===,17144552
1978:,0,6,== Discography == | === As leader or co-leader ===,17144552
"Artistry (Of The Cosmos) with James Newton, Don Moye, Muneer Bernard Fennell",1,6,== Discography == | === As leader or co-leader ===,17144552
1982:,0,7,== Discography == | === As leader or co-leader ===,17144552
Life Rays (Soul Note)  with Walt Dickerson/Andrew Cyrille,1,7,== Discography == | === As leader or co-leader ===,17144552
2003: Sirone's Concord (Not Two Records),0,8,== Discography == | === As leader or co-leader ===,17144552
2005:,0,9,== Discography == | === As leader or co-leader ===,17144552
Live (Atavistic Records),1,9,== Discography == | === As leader or co-leader ===,17144552
2005:,0,10,== Discography == | === As leader or co-leader ===,17144552
Configuration (Silkheart Records) with Billy BangWith the Revolutionary Ensemble,1,10,== Discography == | === As leader or co-leader ===,17144552
1972:,0,11,== Discography == | === As leader or co-leader ===,17144552
Vietnam (ESP-Disk),1,11,== Discography == | === As leader or co-leader ===,17144552
1972: Manhattan Cycles (India Navigation),0,12,== Discography == | === As leader or co-leader ===,17144552
