sentences,sentenceIndex,paragraphIndex,section,wikiId
"Mable John (born November 3, 1930) is an American blues vocalist and was the first female signed by Berry Gordy to Motown's Tamla label.",0,0,N/A,2063452
==,0,1,== Biography ==,2063452
Biography ==,1,1,== Biography ==,2063452
"John was born in Bastrop, Louisiana, the eldest of at least nine siblings.",0,2,== Biography ==,2063452
"At a very young age, she and her parents moved north into Arkansas, where her father got a job in a paper mill near Cullendale, where four of Mable's brothers (including R&B singer Little Willie John) and two sisters were born.",1,2,== Biography ==,2063452
"In 1941, after her father was able to secure a better job, the family moved to Detroit, where two additional brothers were born.",0,3,== Biography ==,2063452
"She attended Cleveland Intermediate School, and then Pershing High School.",1,3,== Biography ==,2063452
"After graduating, she took a job as an insurance representative at Friendship Mutual Insurance Agency, a company run by Berry Gordy's mother, Bertha.",2,3,== Biography ==,2063452
"Later, she left the company and spent two years at Lewis Business College.",3,3,== Biography ==,2063452
"She subsequently ran into Mrs. Gordy again, who told Mable that her son, Berry, was writing songs and was looking for people to record them.",4,3,== Biography ==,2063452
Gordy began coaching her and would accompany John on piano at local engagements.,5,3,== Biography ==,2063452
"This continued until 1959, when John performed at the Flame Show bar on John R Street at the last show that Billie Holiday did in Detroit, just weeks before Holiday's death.",6,3,== Biography ==,2063452
"The same year, John began recording for Gordy.",7,3,== Biography ==,2063452
"First she was signed to United Artists, but nothing was released there.",8,3,== Biography ==,2063452
"Eventually, she became one of the first artists signed to Tamla, Gordy's own label.",9,3,== Biography ==,2063452
"In 1960, she released her first Tamla single, ""Who Wouldn't Love a Man Like That?,"" a romantic blues number, to no success.",10,3,== Biography ==,2063452
"John followed with ""No Love"" in June of that year and then with ""Actions Speak Louder Than Words"" by year's end.",11,3,== Biography ==,2063452
"While Motown was beginning to have success with acts like the Miracles and the Marvelettes (and later Martha & the Vandellas and the Supremes, both of whom had sung background vocals for John) that appealed to teenagers and young adults, it was making no impact in the established blues market.",12,3,== Biography ==,2063452
"As a result, Gordy soon thinned out his roster of early blues artists.",13,3,== Biography ==,2063452
"While John continued to be used as a background singer, Gordy dissolved her contract in 1962.",14,3,== Biography ==,2063452
"After leaving Motown, John spent several years as a Raelette, backing many Ray Charles hits.",15,3,== Biography ==,2063452
"In 1966 she attempted a solo career again, signing with Stax Records.",16,3,== Biography ==,2063452
"Her first single with the label was ""Your Good Thing Is About To End.""",17,3,== Biography ==,2063452
"The song peaked at #6 on the R&B chart, and even managed to cross over onto pop radio, peaking at #95 there.",18,3,== Biography ==,2063452
"She released six more singles for the label, none of which captured her first single's success.",19,3,== Biography ==,2063452
"After leaving Stax Records in 1968, John rejoined the Raelettes for several years.",20,3,== Biography ==,2063452
"She left secular music in 1973, and began managing Christian gospel acts, occasionally returning to the studio as a singer.",21,3,== Biography ==,2063452
"In 1986, John founded a charity that feeds the homeless in Los Angeles, Joy Community Outreach.",22,3,== Biography ==,2063452
"She released a single on the London-based Motown revival label Motorcity Records entitled ""Time Stops"" in 1991.",23,3,== Biography ==,2063452
"In 1993, John earned a Doctor of Divinity degree from the south Los Angeles ministry Crenshaw Christian Center.",24,3,== Biography ==,2063452
"In 2006, Mable and David Ritz collaborate on a fictional publication titled Sanctified Blues, about a former singer turned spiritual leader.",25,3,== Biography ==,2063452
"In 2008, Mable played Bertha Mae, a veteran blues singer in Honeydripper (film).",0,4,== Biography ==,2063452
==,0,5,== Awards ==,2063452
Awards ==,1,5,== Awards ==,2063452
Mable John received a Pioneer Award from the Rhythm and Blues Foundation in 1994.,0,6,== Awards ==,2063452
She appeared in John Sayles' 2007 movie Honeydripper and the 2014 Oscar-winning documentary 20 Feet from Stardom.,1,6,== Awards ==,2063452
==,0,7,== Discography ==,2063452
Discography ==,1,7,== Discography ==,2063452
===,0,8,== Discography == | === Albums ===,2063452
Albums ===,1,8,== Discography == | === Albums ===,2063452
"Stay Out of the Kitchen (1966, Stax)",0,9,== Discography == | === Albums ===,2063452
===,0,10,== Discography == | === Singles ===,2063452
Singles =,1,10,== Discography == | === Singles ===,2063452
==,2,10,== Discography == | === Singles ===,2063452
"""You are only my love!""",0,11,== Discography == | === Singles ===,2063452
(1960),1,11,== Discography == | === Singles ===,2063452
"""Who Wouldn't Love a Man Like That?"" (1960, Tamla)",0,12,== Discography == | === Singles ===,2063452
"""(I Guess There's) No Love"" (1960)",0,13,== Discography == | === Singles ===,2063452
"""Actions Speak Louder Than Words"" (1961)",0,14,== Discography == | === Singles ===,2063452
"""Your Good Thing Is About to End"" (1966, Stax) R&B: #6 US: #95",0,15,== Discography == | === Singles ===,2063452
"""You're Taking Up Another Man's Place"" (1966)",0,16,== Discography == | === Singles ===,2063452
"""Same Time, Same Place"" (1967)",0,17,== Discography == | === Singles ===,2063452
"""I'm a Big Girl Now"" (1967)",0,18,== Discography == | === Singles ===,2063452
"""Don't Hit Me No More"" (1967)",0,19,== Discography == | === Singles ===,2063452
"""Able Mable"" (1968)",0,20,== Discography == | === Singles ===,2063452
"""Running Out"" (1968)",0,21,== Discography == | === Singles ===,2063452
"""Time Stops"" (1991)",0,22,== Discography == | === Singles ===,2063452
==,0,23,== References ==,2063452
References ==,1,23,== References ==,2063452
==,0,24,== External links ==,2063452
External links ==,1,24,== External links ==,2063452
Official website,0,25,== External links ==,2063452
Mable John at Stax Museum,0,26,== External links ==,2063452
Mable John at IMDb,0,27,== External links ==,2063452
Mable John Interview - NAMM Oral History Library (2003),0,28,== External links ==,2063452
