sentences,sentenceIndex,paragraphIndex,section,wikiId
"Jasmina Novokmet (born 8 September 1969) is a Serbian conductor, Professor of Conducting and former Associate Dean at the University of Priština Faculty of Arts in North Kosovo.",0,0,N/A,6731444
She is a former student of Jovan Šajnović.,1,0,N/A,6731444
==,0,1,== Notes and references ==,6731444
Notes and references ==,1,1,== Notes and references ==,6731444
Notes:,0,2,== Notes and references ==,6731444
References:,0,3,== Notes and references ==,6731444
