sentences,sentenceIndex,paragraphIndex,section,wikiId
"Héctor Numa Moraes Rosa (Curtina, Tacuarembó Department, 28 April 1950) is a Uruguayan singer-songwriter and guitarist.",0,0,N/A,44818969
"Exiled in the Netherlands during the civic-military dictatorship, he took part in the album Hart voor Chili (various artists).",1,0,N/A,44818969
"In 2004 and 2005, Numa Moraes performed a series of shows with Erika Büsch entitled ""Por el gusto de cantar"" (for the love of singing), during which they performed at the Zitarrosa Hall in Montevideo and made a tour of the interior of Peru.",2,0,N/A,44818969
"The repertoire of the shows, in addition to including themes of both artists, incorporated works by different Latin American authors such as Silvio Rodríguez, Violeta Parra, Atahualpa Yupanqui, and Carlos Puebla.",3,0,N/A,44818969
==,0,1,== References ==,44818969
References ==,1,1,== References ==,44818969
