sentences,sentenceIndex,paragraphIndex,section,wikiId
"Etterlene ""Bunny"" DeBarge (born March 10, 1955) is an American soul singer–songwriter and the lone female sibling of the Motown family group DeBarge.",0,0,N/A,2187188
"She was the lead vocalist on the R&B ballad ""A Dream"", from the group's In a Special Way album, and is also the co-writer of the group's 1982 breakthrough hit, ""I Like It"" and the number-one hit, ""Time Will Reveal"".",1,0,N/A,2187188
==,0,1,== Early life ==,2187188
Early life ==,1,1,== Early life ==,2187188
"Etterlene ""Bunny"" DeBarge is the eldest of 10 children, born to Etterlene (née) Abney and Robert DeBarge, Sr.",0,2,== Early life ==,2187188
"While spending her initial childhood in Detroit, her family moved to Grand Rapids when she was 16.",1,2,== Early life ==,2187188
"Bunny would later recall years of physical and sexual abuse at the hands of her father, stating that he had started molesting her when she was seven and this carried on until she was 13.",2,2,== Early life ==,2187188
Bunny also detailed troubles in public school where she and her brothers were constantly bullied and taunted by black schoolmates for their multiracial ethnicity.,3,2,== Early life ==,2187188
"Bunny found solace in music, singing in her uncle's church as a child.",0,3,== Early life ==,2187188
She and her brothers soon participated in several groups together in various times.,1,3,== Early life ==,2187188
"In 1972, DeBarge dropped out of school and married her first husband, for whom she'd be the mother of two children (they later divorced).",2,3,== Early life ==,2187188
"Since she wasn't into instruments like her brothers were, Bunny taught herself how to write songs and compose melodies, which later paid off as she got older.",3,3,== Early life ==,2187188
==,0,4,== Music career ==,2187188
Music career ==,1,4,== Music career ==,2187188
"In 1979, after a couple years watching her brothers Bobby and Tommy ride to musical stardom as members of the band Switch, Bunny teamed up with her three brothers Randy, Mark and El and became the DeBarges.",0,5,== Music career ==,2187188
"They signed with Motown after their demo tape was passed off by Switch's Gregory Williams to Motown CEO Berry Gordy, who was left impressed by the siblings and soon put the band on a salary.",1,5,== Music career ==,2187188
"Between 1979 and 1981, Bunny and her brothers worked behind the scenes mainly on the works of Switch, with Bunny in particular collaborating with her brother Bobby on songs such as ""Hold On to My Love"", ""Love Over and Over Again"" and ""My Friend in the Sky"".",0,6,== Music career ==,2187188
"In 1981, Bunny co-produced the DeBarges' self-titled debut album and was featured on lead vocals alongside brother El on ""Share My World"" which they wrote.",1,6,== Music career ==,2187188
"A year later, in 1982, the group brought along their teenage brother James, and shortened their name to just DeBarge.",2,6,== Music career ==,2187188
"That year, they released their second album, All This Love, with which the siblings found musical success, particularly with ""I Like It"", for which Bunny wrote parts of the lyrics, alongside her brothers Randy and El.",3,6,== Music career ==,2187188
"The group followed up this success with their third album, In A Special Way, in 1983.",0,7,== Music career ==,2187188
"The album yielded another hit with Bunny as a lyricist, with the gospel-influenced ""Time Will Reveal"".",1,7,== Music career ==,2187188
"The album also included several more highlights including two more Bunny-composed ballads, ""Stay with Me"" and ""A Dream"", the last song Bunny took lead vocals on.",2,7,== Music career ==,2187188
"Like All This Love before it, In a Special Way went gold, paving the way for the group's biggest success in 1985 with the Rhythm of the Night album, with the title track becoming a top five crossover hit.",3,7,== Music career ==,2187188
==,0,8,== Personal life ==,2187188
Personal life ==,1,8,== Personal life ==,2187188
Bunny DeBarge has been married twice.,0,9,== Personal life ==,2187188
"In several of DeBarge's albums, she is listed as Etterlene Jordan and is sometimes referred to as either Etterlene Jordan-Knight or Etterlene DeBarge Knight.",1,9,== Personal life ==,2187188
"Bunny is the mother of four children and a grandmother of fifteen and still lives in Michigan, having moved back to Grand Rapids after years living in California.",2,9,== Personal life ==,2187188
"Much like her brothers, Bunny DeBarge has dealt with drug issues, going back to her teen years, which started with marijuana and moving up to prescription medication during her heyday with DeBarge.",3,9,== Personal life ==,2187188
It soon escalated to usage of cocaine.,4,9,== Personal life ==,2187188
Bunny entered rehab several times to kick her habit.,0,10,== Personal life ==,2187188
"In 2008, she broke her silence issuing her autobiography, The Kept Ones, in which she talked about her father's abuse towards her and her siblings and her dealings with substance abuse.",1,10,== Personal life ==,2187188
"That year she appeared on the debut episode of the TV One series, Unsung, in which she talked about her childhood and her time with DeBarge, along with brothers Randy and James.",2,10,== Personal life ==,2187188
"The trio again appeared on TV three years later in September 2011, on the show Lifechangers alongside Bunny's daughter Janae.",3,10,== Personal life ==,2187188
James entered the rehabilitation program but left a few hours later.,4,10,== Personal life ==,2187188
Randy left a few days later.,5,10,== Personal life ==,2187188
Bunny entered the rehabilitation program and completed her entire experience.,6,10,== Personal life ==,2187188
"After leaving the rehabilitation program in West Hollywood, California, Bunny has been touring and focusing on her new album.",7,10,== Personal life ==,2187188
==,0,11,== Discography ==,2187188
Discography ==,1,11,== Discography ==,2187188
with DeBargeThe DeBarges (1981),0,12,== Discography ==,2187188
All This Love (1982),0,13,== Discography ==,2187188
In a Special Way (1983),0,14,== Discography ==,2187188
Rhythm of the Night (1985),0,15,== Discography ==,2187188
Back on Track (1991)SoloIn Love (1987),0,16,== Discography ==,2187188
==,0,17,== References ==,2187188
References ==,1,17,== References ==,2187188
