sentences,sentenceIndex,paragraphIndex,section,wikiId
"Omer Michael Jamal Bhatti  (born June 14, 1985), better known by his stage name O-Bee, is an Australian  rapper and dancer.",0,0,N/A,40658370
"In 2014, he served as a judge on the sixth series of Norske Talenter (Norway's edition of the Got Talent franchise).",1,0,N/A,40658370
==,0,1,== References ==,40658370
References ==,1,1,== References ==,40658370
==,0,2,== External links ==,40658370
External links ==,1,2,== External links ==,40658370
www.omer-gabriel.com,0,3,== External links ==,40658370
