sentences,sentenceIndex,paragraphIndex,section,wikiId
"William G. Waite (October 1917, in Massachusetts – 1980) was an American-born musicologist.",0,0,N/A,6152926
Waite was educated and taught solely at Yale.,0,1,N/A,6152926
He began his teaching career in 1947 and received his PhD in 1951.,1,1,N/A,6152926
"His dissertation, The Rhythm of Twelfth-Century Polyphony: its Theory and Practice outlines his ideas on modal interpretation of organum duplum.",2,1,N/A,6152926
The second half of this work is a transcription of organum from the Magnus liber organi.,3,1,N/A,6152926
"[1]  His textbook, The Art of Music (1962), written with Beekman Cannon and Alvin Johnson, was a popular introductory music text for many years.",4,1,N/A,6152926
He died from pancreatic cancer in 1980.,5,1,N/A,6152926
