sentences,sentenceIndex,paragraphIndex,section,wikiId
"Harold de Vance Land (December 18, 1928 – July 27, 2001) was an American hard bop and post-bop tenor saxophonist.",0,0,N/A,665255
"Land developed his hard bop playing with the Max Roach/Clifford Brown band into a personal, modern style; often rivalling Clifford Brown's instrumental ability with his own inventive and whimsical solos.",1,0,N/A,665255
"His tone was strong and emotional, yet hinted at a certain introspective fragility.",2,0,N/A,665255
==,0,1,== Biography ==,665255
Biography ==,1,1,== Biography ==,665255
"Land was born in Houston, Texas, United States and grew up in San Diego, California.",0,2,== Biography ==,665255
He started playing at the age of 16.,1,2,== Biography ==,665255
"He made his first recording as the leader of the Harold Land All-Stars, for Savoy Records in 1949.",2,2,== Biography ==,665255
"In 1954, he joined the Clifford Brown/Max Roach Quintet, with whom he was at the forefront of the hard-bop/bebop movement.",3,2,== Biography ==,665255
"The Land family moved from San Diego to Los Angeles, in 1955.",4,2,== Biography ==,665255
"There he played with Curtis Counce, led his own groups, and co-led groups with Bobby Hutcherson, Blue Mitchell, and Red Mitchell.",5,2,== Biography ==,665255
"From the 1970s onwards, his style showed the influence of John Coltrane.",6,2,== Biography ==,665255
"In the early 1980s through to the early 1990s he worked regularly with the Timeless All Stars, a group sponsored by the Timeless jazz record label.",0,3,== Biography ==,665255
"The group consisted of Land on tenor, Cedar Walton on piano, Buster Williams on bass, Billy Higgins on drums, Curtis Fuller on trombone and Bobby Hutcherson on vibes.",1,3,== Biography ==,665255
"Land also toured with his own band during this time, often including his son, Harold Land Jr., on piano and usually featuring Bobby Hutcherson and Billy Higgins as well.",2,3,== Biography ==,665255
During these years he played regularly at Hop Singh's in Marina Del Rey in the L.A. area and the Keystone Korner in San Francisco.,3,3,== Biography ==,665255
"Land was a professor at the University of California, Los Angeles.",4,3,== Biography ==,665255
He joined the UCLA Jazz Studies Program as a lecturer in 1996 to teach instrumental jazz combo.,5,3,== Biography ==,665255
"""Harold Land was one of the major contributors in the history of the jazz saxophone,"" said jazz guitarist Kenny Burrell, founder and director of the UCLA Jazz Studies Program.",6,3,== Biography ==,665255
