sentences,sentenceIndex,paragraphIndex,section,wikiId
"Haris Džinović (born 26 September 1951) is a Bosnian and former Yugoslavian folk singer, composer and lyricist.",0,0,N/A,67638537
"Džinović is one of the best known singers of Southeastern Europe, having been active on the music scene since 1981, when he founded his own group Sar e Roma, with which he recorded three albums from 1982 to 1985.",1,0,N/A,67638537
He has been a solo singer since 1989.,2,0,N/A,67638537
==,0,1,== References ==,67638537
References ==,1,1,== References ==,67638537
==,0,2,== External links ==,67638537
External links ==,1,2,== External links ==,67638537
Haris Džinović discography at Discogs,0,3,== External links ==,67638537
