sentences,sentenceIndex,paragraphIndex,section,wikiId
"Shéyaa Bin Abraham-Joseph (born October 22, 1992), known professionally as 21 Savage, is a rapper based in Atlanta, Georgia, United States.",0,0,N/A,50338260
"Born in London, he moved to Atlanta with his mother at age seven.",1,0,N/A,50338260
"He became known after releasing two mixtapes in 2015, before attaining international attention with the release of the collaborative EP Savage Mode (2016) with Metro Boomin; its singles ""X"" (featuring Future) and ""No Heart"" peaked within the top 40 on the Billboard Hot 100 and 21 Savage's profile also later increased with a guest feature on Drake's 2016 single ""Sneakin'"".",2,0,N/A,50338260
"He then signed a recording contract with Epic Records in January 2017.21 Savage's debut studio album, Issa Album (2017), peaked at number two on the U.S. Billboard 200 and its lead single ""Bank Account"" reached number 12 on the Hot 100.",3,0,N/A,50338260
"He then released the collaborative album Without Warning (2017) with Offset and Metro Boomin, with the song ""Ric Flair Drip"" peaking at number 13 on the Hot 100. 21",4,0,N/A,50338260
"Savage featured on Post Malone's 2017 single ""Rockstar"", which reached number one on the Hot 100 and nominated for Record of the Year and Best Rap/Sung Performance at the 2019 Grammy Awards.",5,0,N/A,50338260
"His second album, I Am >",6,0,N/A,50338260
"I Was (2018), became his first U.S. number one album and spawned the hit song ""A Lot"" (featuring J. Cole), which won Best Rap Song at the 2020 Grammy Awards.",7,0,N/A,50338260
21,8,0,N/A,50338260
"Savage's highly anticipated third album, Savage Mode II (2020), a sequel collaboration with Metro Boomin to their 2016 EP, debuted atop the Billboard 200, and spawned the U.S. top 10 singles ""Runnin"" and ""Mr. Right Now"" (featuring Drake).21 Savage was arrested by U.S. Immigration and Customs Enforcement (ICE) on February 3, 2019.",9,0,N/A,50338260
Officials revealed his status as a British citizen who entered the U.S. in July 2005 and unlawfully overstayed a H-4 visa that expired in 2006.,10,0,N/A,50338260
"He was granted bond on February 12 and released the next day, pending the outcome of an expedited deportation hearing, which was initially scheduled for April 9, but was later postponed indefinitely, with 21 Savage's lawyers stating he was legally residing in the U.S. for several years prior to the 2005 H-4 visa.",11,0,N/A,50338260
==,0,1,== Early life ==,50338260
Early life ==,1,1,== Early life ==,50338260
"21 Savage was born Shéyaa Bin Abraham-Joseph on October 22, 1992, at Newham University Hospital in the Plaistow area of London, the son of Heather Carmillia Joseph and Kevin Cornelius Emmons.",0,2,== Early life ==,50338260
"His parents are both British nationals with Caribbean origins; his mother's family is from Dominica, and his father's is from Saint Vincent and the Grenadines.",1,2,== Early life ==,50338260
"His father and twin sisters, dance choreographers Kyra and Jayda Davis, continue to live in London, where his father works for Westminster City Council, while his paternal grandfather was Haitian.",2,2,== Early life ==,50338260
21,3,2,== Early life ==,50338260
"Savage's parents separated early in his life, and he moved at the age of seven with his mother to Atlanta, Georgia.",4,2,== Early life ==,50338260
"In June 2005, at the age of 12, he returned to the United Kingdom for his uncle's funeral, stayed for a month, and then went back to Atlanta on an H-4 visa on July 22, 2005, which allegedly expired a year later.",5,2,== Early life ==,50338260
21,6,2,== Early life ==,50338260
"Savage's mother then began a relationship with Dr. Amsu Anpu, an endocrinologist and British expatriate, with whom she had more children.",7,2,== Early life ==,50338260
